hour_of_year,season,u_mean_ms,u_prime_ms,omega_rad_s,omega_cross_r_ms,tsr,cp_effective,v_rel_ms,v_rel_mag_ms,particle_density,n_inner,n_outer,h_capture,dh_dt,capture_alert
1547,Transition_DryDown,6.353989591824947,-1.1314791401224344,25.415958367299783,19.06196877547484,2.9999999999999996,0.3,-13.839458323772327,13.839458323772327,0.9875,2,79,0.29625,8.229166666666667e-05,0
1548,Transition_DryDown,6.077729174789079,-0.4881875741215141,24.31091669915632,18.23318752436724,3.0000000000000004,0.3,-12.643645923699673,12.643645923699673,0.0,0,0,0.0,-8.229166666666667e-05,1
1549,Transition_DryDown,5.567709943338247,0.30688756685782204,22.27083977335299,16.703129830014742,3.0,0.3,-10.828532319818674,10.828532319818674,0.3125,0,25,0.09375,2.604166666666667e-05,0
1550,Transition_DryDown,4.866433500093354,0.19247187647944952,19.465734000373416,14.599300500280062,3.0,0.3,-9.54039512370726,9.54039512370726,0.0,0,0,0.0,-2.604166666666667e-05,1
1551,Transition_DryDown,4.3776650699529736,-0.6860056164637305,17.510660279811894,13.13299520985892,3.0,0.3,-9.441335756369678,9.441335756369678,0.95,0,76,0.285,7.916666666666666e-05,0
1552,Transition_DryDown,3.9526490437439454,-0.2863071766681906,15.81059617497578,11.857947131231835,2.9999999999999996,0.3,-8.191605264156081,8.191605264156081,0.0,0,0,0.0,-7.916666666666666e-05,1
1553,Transition_DryDown,3.230121799188601,-0.18790308111115814,12.920487196754403,9.690365397565802,2.9999999999999996,0.3,-6.6481466794883595,6.6481466794883595,0.0,0,0,0.0,0.0,0
1554,Transition_DryDown,2.805105772979575,-0.10251808682983149,11.2204230919183,8.415317318938726,3.0,0.3,-5.7127296327889825,5.7127296327889825,0.0,0,0,0.0,0.0,0
1555,Transition_DryDown,3.2194963985333755,-0.44297488431958276,12.8779855941335,9.658489195600126,2.9999999999999996,0.3,-6.8819676813863335,6.8819676813863335,0.3875,0,31,0.11624999999999999,3.229166666666667e-05,0
1556,Transition_DryDown,3.655137825397628,-0.2296783005674529,14.620551301590512,10.965413476192884,3.0,0.3,-7.539953951362709,7.539953951362709,0.0,0,0,0.0,-3.229166666666667e-05,1
1557,Transition_DryDown,3.899522040467818,-0.284123264618548,15.598088161871273,11.698566121403454,3.0,0.3,-8.083167345554184,8.083167345554184,0.925,0,74,0.2775,7.708333333333334e-05,0
1558,Transition_DryDown,4.143906255538009,0.3197161501483049,16.575625022152035,12.431718766614026,3.0,0.3,-7.968096360927712,7.968096360927712,0.0,0,0,0.0,-7.708333333333334e-05,1
1559,Transition_DryDown,4.441417473884327,0.35936455291242636,17.765669895537307,13.32425242165298,3.0,0.3,-8.523470394856227,8.523470394856227,0.2875,14,23,0.08625,2.395833333333333e-05,0
1560,Transition_DryDown,4.568922281747035,-0.06661966508737337,18.27568912698814,13.706766845241106,3.0,0.3,-9.204464228581443,9.204464228581443,0.7125,20,57,0.21375,3.541666666666667e-05,0
1561,Transition_DryDown,4.462668275194779,-0.17495435596461506,17.850673100779115,13.388004825584336,3.0,0.3,-9.100290906354171,9.100290906354171,0.2875,12,23,0.08625,-3.541666666666667e-05,0
1562,Transition_DryDown,4.420166672573876,0.06184887807581166,17.680666690295503,13.260500017721627,3.0,0.3,-8.77848446707194,8.77848446707194,0.7125,28,57,0.21375,3.541666666666667e-05,0
1563,Transition_DryDown,4.398915871263424,-0.35920452002649644,17.595663485053695,13.196747613790272,3.0,0.3,-9.157036262553344,9.157036262553344,0.2875,6,23,0.08625,-3.541666666666667e-05,0
1564,Transition_DryDown,4.367039669297748,-0.5008261196848549,17.468158677190992,13.101119007893244,3.0,0.3,-9.234905458280352,9.234905458280352,0.7,10,56,0.21,3.4375e-05,0
1565,Transition_DryDown,4.345788867987296,-0.40860028631949386,17.383155471949184,13.037366603961889,3.0,0.3,-9.100178022294086,9.100178022294086,0.0,0,0,0.0,-5.833333333333333e-05,1
1566,Transition_DryDown,4.345788867987296,-0.2758763981238951,17.383155471949184,13.037366603961889,3.0,0.3,-8.967454134098489,8.967454134098489,0.2875,9,23,0.08625,2.395833333333333e-05,0
1567,Transition_DryDown,4.526420679126132,-0.5266371867001194,18.10568271650453,13.579262037378395,3.0,0.3,-9.579478544952384,9.579478544952384,0.7125,20,57,0.21375,3.541666666666667e-05,0
1568,Transition_DryDown,5.217071721715801,0.08454763428206556,20.868286886863203,15.651215165147402,3.0,0.3,-10.349595809149536,10.349595809149536,0.0125,0,1,0.00375,-5.833333333333333e-05,0
1569,Transition_DryDown,5.397703532854637,0.39387888703617246,21.59081413141855,16.193110598563912,3.0000000000000004,0.3,-10.401528178673104,10.401528178673104,0.425,0,34,0.1275,3.4375e-05,0
1570,Transition_DryDown,5.429579734820314,-0.861727677118189,21.718318939281257,16.288739204460942,3.0,0.3,-11.720887146758816,11.720887146758816,0.0125,1,1,0.00375,-3.4375e-05,0
1571,Transition_DryDown,5.61021154595915,0.01409773857992635,22.4408461838366,16.830634637877452,3.0,0.3,-11.206325353338375,11.206325353338375,0.6375,0,51,0.19124999999999998,5.208333333333332e-05,0
1572,Transition_DryDown,5.599586145303924,-0.12315494320297732,22.398344581215696,16.798758435911772,3.0,0.3,-11.322327233810825,11.322327233810825,0.0125,0,1,0.00375,-5.208333333333332e-05,0
1573,Transition_DryDown,5.397703532854637,0.18433626384225446,21.59081413141855,16.193110598563912,3.0000000000000004,0.3,-10.61107080186702,10.61107080186702,0.65,0,52,0.195,5.3125000000000004e-05,0
1574,Transition_DryDown,5.333951128923283,-0.006901475673301011,21.33580451569313,16.00185338676985,3.0,0.3,-10.674803733519866,10.674803733519866,0.0125,0,1,0.00375,-5.3125000000000004e-05,0
1575,Transition_DryDown,5.312700327612832,-0.7722537370710553,21.25080131045133,15.938100982838497,3.0,0.3,-11.397654392296719,11.397654392296719,0.9875,37,79,0.29625,8.125000000000001e-05,0
1576,Transition_DryDown,5.100192314508318,-0.643842819994886,20.40076925803327,15.300576943524954,3.0,0.3,-10.844227449011521,10.844227449011521,0.0125,1,1,0.00375,-8.125000000000001e-05,0
1577,Transition_DryDown,4.600798483712712,0.013537194193674888,18.403193934850847,13.802395451138135,3.0,0.3,-9.18805977323175,9.18805977323175,0.95,17,76,0.285,7.8125e-05,0
1578,Transition_DryDown,3.9420236430887208,0.4055478709195358,15.768094572354883,11.826070929266162,3.0,0.3,-7.478499415257906,7.478499415257906,0.0125,1,1,0.00375,-7.8125e-05,0
1579,Transition_DryDown,4.271411063400716,-0.9457704433115229,17.085644253602865,12.814233190202149,3.0,0.3,-9.488592570112957,9.488592570112957,0.525,0,42,0.1575,4.270833333333333e-05,0
1580,Transition_DryDown,4.643300086333615,0.16053122578405016,18.57320034533446,13.929900259000846,3.0,0.3,-9.12606894688318,9.12606894688318,0.0,0,0,0.0,-4.375e-05,1
1581,Transition_DryDown,4.919560503369482,0.585241743115229,19.678242013477927,14.758681510108445,3.0,0.3,-9.253879263623734,9.253879263623734,0.5,0,40,0.15,4.1666666666666665e-05,0
1582,Transition_DryDown,5.06831611254264,-0.07755835140119054,20.27326445017056,15.204948337627922,3.0,0.3,-10.214190576486473,10.214190576486473,0.4125,8,33,0.12374999999999999,-7.291666666666669e-06,0
1583,Transition_DryDown,4.983312907300836,0.27418312000776995,19.933251629203344,14.949938721902509,3.0,0.3,-9.692442694593904,9.692442694593904,0.5625,0,45,0.16874999999999998,1.2499999999999999e-05,0
1584,Transition_DryDown,4.643300086333615,-0.326456072403126,18.57320034533446,13.929900259000846,3.0,0.3,-9.613056245070357,9.613056245070357,0.4125,14,33,0.12374999999999999,-1.2499999999999999e-05,0
1585,Transition_DryDown,4.356414268642522,-0.052000861372341285,17.425657074570086,13.069242805927566,3.0,0.3,-8.764829398657385,8.764829398657385,0.5875,16,47,0.17625,1.4583333333333335e-05,0
1586,Transition_DryDown,4.154531656193234,-0.6734136523762767,16.618126624772938,12.463594968579702,3.0,0.3,-8.982476964762744,8.982476964762744,0.375,0,30,0.11249999999999999,-1.7708333333333335e-05,0
1587,Transition_DryDown,3.963274444399172,-0.9291275923154728,15.853097777596687,11.889823333197516,3.0,0.3,-8.855676481113816,8.855676481113816,0.0,0,0,0.0,-3.1249999999999994e-05,1
1588,Transition_DryDown,3.910147441123044,0.3686353285239326,15.640589764492177,11.730442323369132,3.0,0.3,-7.4516595537221555,7.4516595537221555,0.5875,16,47,0.17625,4.895833333333333e-05,0
1589,Transition_DryDown,3.814518835226013,-0.3757281704406969,15.258075340904051,11.443556505678039,3.0,0.3,-8.004765840892723,8.004765840892723,0.35,0,28,0.105,-1.9791666666666665e-05,0
1590,Transition_DryDown,3.6870140273633054,-0.1679537554382226,14.748056109453222,11.061042082089916,3.0,0.3,-7.541981810164833,7.541981810164833,0.0,0,0,0.0,-2.9166666666666666e-05,1
1591,Transition_DryDown,3.665763226052854,-0.5082369027083732,14.663052904211417,10.997289678158563,3.0000000000000004,0.3,-7.839763354814082,7.839763354814082,0.175,0,14,0.0525,1.4583333333333333e-05,0
1592,Transition_DryDown,4.303287265366393,-0.6067504667833278,17.21314906146557,12.909861796099179,3.0,0.3,-9.213324997516114,9.213324997516114,0.375,0,30,0.11249999999999999,1.6666666666666664e-05,0
1593,Transition_DryDown,4.696427089609743,-0.08164160839198104,18.78570835843897,14.089281268829229,3.0,0.3,-9.474495787611467,9.474495787611467,0.0,0,0,0.0,-3.1249999999999994e-05,1
1594,Transition_DryDown,5.132068516473995,-0.3744240148360987,20.52827406589598,15.396205549421985,3.0,0.3,-10.638561047784089,10.638561047784089,0.9625,31,77,0.28875,8.020833333333334e-05,0
1595,Transition_DryDown,5.567709943338247,0.21044328838285634,22.27083977335299,16.703129830014742,3.0,0.3,-10.92497659829364,10.92497659829364,0.0,0,0,0.0,-8.020833333333334e-05,1
1596,Transition_DryDown,5.801468757753212,0.2625387499393136,23.205875031012848,17.404406273259635,3.0,0.3,-11.340398765567109,11.340398765567109,0.0,0,0,0.0,0.0,0
1597,Transition_DryDown,5.907722764305468,0.18954907595112402,23.630891057221874,17.723168292916405,3.0,0.3,-11.625896452659813,11.625896452659813,0.0,0,0,0.0,0.0,0
1598,Transition_DryDown,5.92897356561592,0.14146577821497935,23.71589426246368,17.786920696847762,3.0,0.3,-11.716481353016862,11.716481353016862,0.0,0,0,0.0,0.0,0
1599,Transition_DryDown,5.812094158408438,0.9170137367207182,23.24837663363375,17.436282475225312,3.0,0.3,-10.707174580096156,10.707174580096156,0.0,0,0,0.0,0.0,0
1600,Transition_DryDown,5.61021154595915,-0.5989426889489666,22.4408461838366,16.830634637877452,3.0,0.3,-11.819365780867269,11.819365780867269,0.9875,28,79,0.29625,8.229166666666667e-05,0
1601,Transition_DryDown,5.344576529578509,-0.029360359656364993,21.378306118314033,16.033729588735525,2.9999999999999996,0.3,-10.71851341881338,10.71851341881338,0.0,0,0,0.0,-8.229166666666667e-05,1
1602,Transition_DryDown,4.40954127191865,0.49946425118632554,17.6381650876746,13.22862381575595,3.0,0.3,-8.319618292650976,8.319618292650976,1.0,20,80,0.3,8.333333333333333e-05,0
1603,Transition_DryDown,4.143906255538009,0.5240134426292731,16.575625022152035,12.431718766614026,3.0,0.3,-7.763799068446744,7.763799068446744,0.0,0,0,0.0,-8.333333333333333e-05,1
1604,Transition_DryDown,4.292661864711168,-0.6103150598174031,17.170647458844673,12.877985594133506,3.0,0.3,-9.19563878923974,9.19563878923974,0.8875,0,71,0.26625,7.395833333333333e-05,0
1605,Transition_DryDown,4.526420679126132,-0.1413852130348706,18.10568271650453,13.579262037378395,3.0,0.3,-9.194226571287134,9.194226571287134,0.0,0,0,0.0,-7.395833333333333e-05,1
1606,Transition_DryDown,4.685801688954518,0.6363886124819571,18.743206755818072,14.057405066863554,3.0,0.3,-8.735214765427079,8.735214765427079,0.3875,0,31,0.11624999999999999,3.229166666666667e-05,0
1607,Transition_DryDown,4.696427089609743,0.23861564733215684,18.78570835843897,14.089281268829229,3.0,0.3,-9.15423853188733,9.15423853188733,0.475,8,38,0.1425,7.291666666666666e-06,0
1608,Transition_DryDown,4.430792073229101,0.08651698920752617,17.723168292916405,13.292376219687304,3.0,0.3,-8.775067157250676,8.775067157250676,0.525,16,42,0.1575,4.16666666666667e-06,0
1609,Transition_DryDown,4.069528450951429,-0.08858740532689754,16.278113803805716,12.208585352854287,3.0,0.3,-8.227644307229756,8.227644307229756,0.475,8,38,0.1425,-4.16666666666667e-06,0
1610,Transition_DryDown,3.793268033915561,-0.1455859782874392,15.173072135662244,11.379804101746682,3.0,0.3,-7.73212204611856,7.73212204611856,0.4875,0,39,0.14625,1.0416666666666676e-06,0
1611,Transition_DryDown,3.67638862670808,0.10596052855457265,14.70555450683232,11.02916588012424,3.0,0.3,-7.246816724861587,7.246816724861587,0.0,0,0,0.0,-4.0625e-05,1
1612,Transition_DryDown,3.655137825397628,-0.09224622103824137,14.620551301590512,10.965413476192884,3.0,0.3,-7.402521871833498,7.402521871833498,0.4,0,32,0.12,3.3333333333333335e-05,0
1613,Transition_DryDown,3.793268033915561,-0.01615121221360945,15.173072135662244,11.379804101746682,3.0,0.3,-7.602687280044731,7.602687280044731,0.525,0,42,0.1575,1.0416666666666668e-05,0
1614,Transition_DryDown,3.888896639812593,0.030566224410438637,15.555586559250372,11.666689919437779,3.0,0.3,-7.747227055214747,7.747227055214747,0.0,0,0,0.0,-4.375e-05,1
1615,Transition_DryDown,4.324538066676845,-0.29323461368998904,17.29815226670738,12.973614200030536,3.0,0.3,-8.94231074704368,8.94231074704368,0.4625,10,37,0.13875,3.854166666666667e-05,0
1616,Transition_DryDown,5.078941513197867,0.27026539673984257,20.315766052791467,15.2368245395936,3.0,0.3,-9.88761762965589,9.88761762965589,0.5,0,40,0.15,3.124999999999995e-06,0
1617,Transition_DryDown,5.450830536130765,1.5885053719338436,21.80332214452306,16.352491608392295,3.0,0.3,-9.313155700327687,9.313155700327687,0.0,0,0,0.0,-4.1666666666666665e-05,1
1618,Transition_DryDown,5.897097363650243,-1.0479063226011502,23.58838945460097,17.69129209095073,3.0,0.3,-12.842101049901636,12.842101049901636,0.4875,17,39,0.14625,4.0625e-05,0
1619,Transition_DryDown,6.34336419116972,0.20553294434372313,25.37345676467888,19.03009257350916,3.0,0.3,-12.48119543799572,12.48119543799572,0.0,0,0,0.0,-4.0625e-05,1
1620,Transition_DryDown,6.577123005584686,-0.4999863720472865,26.308492022338744,19.73136901675406,3.0,0.3,-13.654232383216659,13.654232383216659,0.0,0,0,0.0,0.0,0
1621,Transition_DryDown,6.9065104258966805,0.39878369215763165,27.626041703586722,20.71953127769004,3.0,0.3,-13.414237159635729,13.414237159635729,0.0,0,0,0.0,0.0,0
1622,Transition_DryDown,7.097767637690742,0.033045412747914116,28.391070550762965,21.293302913072225,2.9999999999999996,0.3,-14.162489862633567,14.162489862633567,0.0,0,0,0.0,0.0,0
1623,Transition_DryDown,6.980888230483261,0.5318423025450518,27.923552921933048,20.942664691449785,3.0000000000000004,0.3,-13.429934158421473,13.429934158421473,0.0,0,0,0.0,0.0,0
1624,Transition_DryDown,6.895885025241456,0.8106158198019743,27.583540100965823,20.68765507572437,3.0,0.3,-12.98115423068094,12.98115423068094,0.0,0,0,0.0,0.0,0
1625,Transition_DryDown,6.747129416068296,0.12982901839664382,26.988517664273186,20.24138824820489,3.0,0.3,-13.364429813739948,13.364429813739948,0.0,0,0,0.0,0.0,0
1626,Transition_DryDown,6.152106979375659,0.6964506784571052,24.608427917502635,18.456320938126975,3.0,0.3,-11.607763280294211,11.607763280294211,0.0,0,0,0.0,0.0,0
1627,Transition_DryDown,5.971475168236823,-1.399891665970897,23.88590067294729,17.91442550471047,3.0,0.3,-13.342842002444543,13.342842002444543,0.4375,16,35,0.13125,3.6458333333333336e-05,0
1628,Transition_DryDown,5.546459142027796,0.8821378687735443,22.185836568111185,16.63937742608339,3.0,0.3,-10.210780415282048,10.210780415282048,0.0,0,0,0.0,-3.6458333333333336e-05,1
1629,Transition_DryDown,5.206446321060575,0.19527409608889368,20.8257852842423,15.619338963181725,3.0,0.3,-10.217618546032256,10.217618546032256,0.25,0,20,0.075,2.0833333333333333e-05,0
1630,Transition_DryDown,5.557084542683023,0.5989666651645149,22.22833817073209,16.67125362804907,3.0,0.3,-10.51520242020153,10.51520242020153,0.0,0,0,0.0,-2.0833333333333333e-05,1
1631,Transition_DryDown,5.578335343993473,-0.6804875982729824,22.31334137597389,16.73500603198042,3.0,0.3,-11.837158286259928,11.837158286259928,0.475,10,38,0.1425,3.958333333333333e-05,0
1632,Transition_DryDown,4.770804894196323,-0.3963441017113636,19.083219576785293,14.312414682588969,3.0,0.3,-9.937953890104009,9.937953890104009,0.525,22,42,0.1575,4.16666666666667e-06,0
1633,Transition_DryDown,4.282036464055943,0.06249130970300447,17.12814585622377,12.846109392167829,3.0,0.3,-8.501581618408881,8.501581618408881,0.475,17,38,0.1425,-4.16666666666667e-06,0
1634,Transition_DryDown,4.218284060124589,-0.007187065701038693,16.873136240498354,12.654852180373766,3.0,0.3,-8.443755185950216,8.443755185950216,0.525,20,42,0.1575,4.16666666666667e-06,0
1635,Transition_DryDown,4.335163467332071,0.122714860149018,17.340653869328285,13.005490401996214,3.0,0.3,-8.547612074515126,8.547612074515126,0.475,18,38,0.1425,-4.16666666666667e-06,0
1636,Transition_DryDown,4.420166672573876,0.479373777024373,17.680666690295503,13.260500017721627,3.0,0.3,-8.360959568123379,8.360959568123379,0.525,13,42,0.1575,4.16666666666667e-06,0
1637,Transition_DryDown,4.515795278470907,-0.7971373565305532,18.063181113883626,13.547385835412719,3.0,0.3,-9.828727913472365,9.828727913472365,0.475,0,38,0.1425,-4.16666666666667e-06,0
1638,Transition_DryDown,4.781430294851548,0.4656248011213354,19.12572117940619,14.344290884554644,3.0,0.3,-9.09723578858176,9.09723578858176,0.525,1,42,0.1575,4.16666666666667e-06,0
1639,Transition_DryDown,5.4720813374412165,0.004531928491914101,21.888325349764866,16.41624401232365,3.0,0.3,-10.939630746390517,10.939630746390517,0.3875,0,31,0.11624999999999999,-1.1458333333333335e-05,0
1640,Transition_DryDown,6.2902371878935925,-0.1281836241063798,25.16094875157437,18.87071156368078,3.0,0.3,-12.708657999893566,12.708657999893566,0.0,0,0,0.0,-3.229166666666667e-05,1
1641,Transition_DryDown,6.438992797066751,-0.9472500397859475,25.755971188267,19.31697839120025,2.9999999999999996,0.3,-13.825235633919448,13.825235633919448,0.3625,0,29,0.10875,3.0208333333333334e-05,0
1642,Transition_DryDown,6.4283673964115255,0.3233781658602073,25.713469585646106,19.28510218923458,3.0000000000000004,0.3,-12.533356626962846,12.533356626962846,0.0,0,0,0.0,-3.0208333333333334e-05,1
1643,Transition_DryDown,6.32211338985927,-1.526226356956771,25.288453559437084,18.966340169577812,3.0000000000000004,0.3,-14.170453136675313,14.170453136675313,0.4625,15,37,0.13875,3.854166666666667e-05,0
1644,Transition_DryDown,6.17335778068611,0.4002768214230784,24.69343112274444,18.52007334205833,3.0,0.3,-11.94643873994914,11.94643873994914,0.0,0,0,0.0,-3.854166666666667e-05,1
1645,Transition_DryDown,6.1096053767547565,-0.9116177835092939,24.438421507019026,18.32881613026427,3.0,0.3,-13.130828537018806,13.130828537018806,0.4625,5,37,0.13875,3.854166666666667e-05,0
1646,Transition_DryDown,6.056478373478628,0.03237666916590418,24.225913493914515,18.169435120435885,3.0000000000000004,0.3,-12.080580077791353,12.080580077791353,0.0,0,0,0.0,-3.854166666666667e-05,1
1647,Transition_DryDown,5.8333449597188896,-0.0695152936582385,23.333379838875558,17.50003487915667,3.0,0.3,-11.736205213096017,11.736205213096017,0.3125,0,25,0.09375,2.604166666666667e-05,0
1648,Transition_DryDown,5.429579734820314,0.6350100623646168,21.718318939281257,16.288739204460942,3.0,0.3,-10.22414940727601,10.22414940727601,0.0,0,0,0.0,-2.604166666666667e-05,1
1649,Transition_DryDown,4.845182698782902,-0.08656169339542359,19.38073079513161,14.535548096348705,3.0,0.3,-9.776927090961227,9.776927090961227,0.475,16,38,0.1425,3.958333333333333e-05,0
1650,Transition_DryDown,4.143906255538009,-0.2876445125741677,16.575625022152035,12.431718766614026,3.0,0.3,-8.575457023650184,8.575457023650184,0.4625,6,37,0.13875,-1.04166666666666e-06,0
1651,Transition_DryDown,4.218284060124589,-0.21369940772314688,16.873136240498354,12.654852180373766,3.0,0.3,-8.650267527972325,8.650267527972325,0.425,3,34,0.1275,-3.1250000000000027e-06,0
1652,Transition_DryDown,4.250160262090265,0.5409955762060504,17.00064104836106,12.750480786270796,3.0,0.3,-7.95932494797448,7.95932494797448,0.125,2,10,0.0375,-2.4999999999999998e-05,0
1653,Transition_DryDown,4.23953486143504,0.22736496969243516,16.95813944574016,12.718604584305119,3.0,0.3,-8.251704753177645,8.251704753177645,0.8125,19,65,0.24375,5.7291666666666666e-05,0
1654,Transition_DryDown,4.133280854882783,-0.15939170196984842,16.533123419531133,12.399842564648349,3.0,0.3,-8.425953411735414,8.425953411735414,0.125,3,10,0.0375,-5.7291666666666666e-05,0
1655,Transition_DryDown,4.005776047020075,-0.09471514054974972,16.0231041880803,12.017328141060226,3.0,0.3,-8.1062672345899,8.1062672345899,0.85,10,68,0.255,6.041666666666667e-05,0
1656,Transition_DryDown,3.888896639812593,-0.6094589721569021,15.555586559250372,11.666689919437779,3.0,0.3,-8.387252251782089,8.387252251782089,0.0125,0,1,0.00375,-6.979166666666668e-05,0
1657,Transition_DryDown,3.6976394280185305,0.1436437521836648,14.790557712074124,11.092918284055592,3.0000000000000004,0.3,-7.251635103853397,7.251635103853397,0.125,3,10,0.0375,9.375000000000001e-06,0
1658,Transition_DryDown,3.591385421466274,-0.632017647708485,14.365541685865097,10.774156264398822,3.0,0.3,-7.814788490641034,7.814788490641034,0.0,0,0,0.0,-1.0416666666666666e-05,1
1659,Transition_DryDown,3.538258418190146,0.2660050174007903,14.153033672760584,10.614775254570437,3.0,0.3,-6.810511818979501,6.810511818979501,0.0125,0,1,0.00375,1.0416666666666667e-06,0
1660,Transition_DryDown,3.5170076168796944,0.04523631204869781,14.068030467518776,10.551022850639082,2.9999999999999996,0.3,-6.98877892171069,6.98877892171069,0.125,0,10,0.0375,9.375000000000001e-06,0
1661,Transition_DryDown,3.5701346201558226,0.8521739256302103,14.28053848062329,10.710403860467467,3.0,0.3,-6.288095314681435,6.288095314681435,0.85,29,68,0.255,6.041666666666667e-05,0
1662,Transition_DryDown,3.7401410306394336,-0.41146621237495096,14.960564122557734,11.2204230919183,3.0,0.3,-7.891748273653818,7.891748273653818,0.025,0,2,0.0075,-6.875e-05,0
1663,Transition_DryDown,4.048277649640978,-0.041560464862520165,16.193110598563912,12.144832948922934,3.0,0.3,-8.138115764144477,8.138115764144477,0.1125,3,9,0.03375,7.2916666666666674e-06,0
1664,Transition_DryDown,4.940811304679934,0.8885000201787556,19.763245218719735,14.822433914039802,3.0,0.3,-8.993122589181112,8.993122589181112,0.425,0,34,0.1275,2.604166666666667e-05,0
1665,Transition_DryDown,5.355201930233735,0.6380132101349058,21.420807720934942,16.065605790701206,3.0000000000000004,0.3,-10.072390650332565,10.072390650332565,0.0,0,0,0.0,-3.541666666666667e-05,1
1666,Transition_DryDown,5.684589350545729,-0.3957679614132692,22.738357402182917,17.05376805163719,3.0,0.3,-11.764946662504729,11.764946662504729,0.8125,0,65,0.24375,6.770833333333333e-05,0
1667,Transition_DryDown,6.1096053767547565,0.13683526046083522,24.438421507019026,18.32881613026427,3.0,0.3,-12.082375493048676,12.082375493048676,0.0,0,0,0.0,-6.770833333333333e-05,1
1668,Transition_DryDown,6.640875409516039,0.001327747685181095,26.563501638064157,19.92262622854812,3.0,0.3,-13.280423071346899,13.280423071346899,0.0,0,0,0.0,0.0,0
1669,Transition_DryDown,7.012764432448937,0.19772900783820344,28.051057729795748,21.03829329734681,3.0,0.3,-13.82779985705967,13.82779985705967,0.0,0,0,0.0,0.0,0
1670,Transition_DryDown,7.2465232468639025,-0.5063004021493076,28.98609298745561,21.73956974059171,3.0,0.3,-14.999346895877114,14.999346895877114,0.0,0,0,0.0,0.0,0
1671,Transition_DryDown,7.278399448829579,-0.06501095697862623,29.113597795318316,21.83519834648874,3.0,0.3,-14.621809854637785,14.621809854637785,0.0,0,0,0.0,0.0,0
1672,Transition_DryDown,7.097767637690742,-1.1342604432573882,28.391070550762965,21.293302913072225,2.9999999999999996,0.3,-15.32979571863887,15.32979571863887,0.0625,0,5,0.01875,5.208333333333333e-06,0
1673,Transition_DryDown,6.779005618033973,0.09160026393418715,27.116022472135892,20.33701685410192,3.0,0.3,-13.466410972133758,13.466410972133758,0.0,0,0,0.0,-5.208333333333333e-06,1
1674,Transition_DryDown,5.992725969547274,0.26968505764481654,23.970903878189095,17.978177908641822,3.0,0.3,-11.715766881449731,11.715766881449731,0.0,0,0,0.0,0.0,0
1675,Transition_DryDown,5.737716353821859,-0.1304868083103375,22.950865415287435,17.213149061465575,3.0,0.3,-11.605919515954053,11.605919515954053,0.1125,0,9,0.03375,9.375000000000001e-06,0
1676,Transition_DryDown,5.769592555787535,-0.9318185595536022,23.07837022315014,17.308777667362605,3.0,0.3,-12.471003671128672,12.471003671128672,0.8625,28,69,0.25875,6.249999999999999e-05,0
1677,Transition_DryDown,5.812094158408438,0.5745440265479596,23.24837663363375,17.436282475225312,3.0,0.3,-11.049644290268915,11.049644290268915,0.0,0,0,0.0,-7.1875e-05,1
1678,Transition_DryDown,5.6527131485800535,0.20605554752485572,22.61085259432021,16.95813944574016,2.9999999999999996,0.3,-11.099370749635249,11.099370749635249,0.25,0,20,0.075,2.0833333333333333e-05,0
1679,Transition_DryDown,5.29144952630238,-0.38416722448182106,21.16579810520952,15.874348578907142,3.0,0.3,-10.967066277086584,10.967066277086584,0.125,4,10,0.0375,-1.0416666666666666e-05,0
1680,Transition_DryDown,5.12144311581877,-0.14370792267544735,20.48577246327508,15.364329347456309,3.0,0.3,-10.386594154312986,10.386594154312986,0.85,14,68,0.255,6.041666666666667e-05,0
1681,Transition_DryDown,4.898309702059031,-0.7350743495229413,19.593238808236123,14.694929106177092,3.0,0.3,-10.531693753641003,10.531693753641003,0.1375,6,11,0.04125,-5.9375e-05,0
1682,Transition_DryDown,4.685801688954518,-0.4804868508612773,18.743206755818072,14.057405066863554,3.0,0.3,-9.852090228770313,9.852090228770313,0.8625,24,69,0.25875,6.041666666666666e-05,0
1683,Transition_DryDown,4.547671480436584,-0.2445789321683565,18.190685921746336,13.643014441309752,3.0,0.3,-9.339921893041524,9.339921893041524,0.1375,6,11,0.04125,-6.041666666666666e-05,0
1684,Transition_DryDown,4.664550887644066,0.5730031390321824,18.658203550576264,13.993652662932199,3.0,0.3,-8.75609863625595,8.75609863625595,0.6625,2,53,0.19874999999999998,4.374999999999999e-05,0
1685,Transition_DryDown,4.760179493541098,-0.30441509273525585,19.04071797416439,14.280538480623292,3.0,0.3,-9.82477407981745,9.82477407981745,0.1375,3,11,0.04125,-4.374999999999999e-05,0
1686,Transition_DryDown,4.55829688109181,0.29182839265506555,18.23318752436724,13.674890643275429,3.0,0.3,-8.824765369528553,8.824765369528553,0.8625,34,69,0.25875,6.041666666666666e-05,0
1687,Transition_DryDown,4.473293675850004,-0.2408046465868293,17.893174703400017,13.419881027550012,3.0,0.3,-9.187391998286838,9.187391998286838,0.1375,4,11,0.04125,-6.041666666666666e-05,0
1688,Transition_DryDown,5.323325728268057,0.1319905629944095,21.293302913072228,15.969977184804172,3.0,0.3,-10.514660893541706,10.514660893541706,0.75,0,60,0.22499999999999998,5.1041666666666656e-05,0
1689,Transition_DryDown,5.843970360374115,-0.08263111236185947,23.37588144149646,17.531911081122345,3.0,0.3,-11.77057183311009,11.77057183311009,0.0375,0,3,0.01125,-5.937499999999999e-05,0
