hour_of_year,season,u_mean_ms,u_prime_ms,u_total_ms,theta_deg,wind_vec_x_ms,wind_vec_y_ms,omega_rad_s,domega_dt,omega_cross_r_ms,rotor_rpm,tsr,cp_effective,aero_torque_nm,generator_torque_nm,brake_torque_nm,electrical_power_kw,particle_capture_fraction,particle_mean_h,particle_mean_radius_m
2728,Transition_DryDown,5.865221161684565,-0.8645827165297867,5.000638445154778,357.9,-0.18324193853106135,4.9972799852643215,0.0,0.0,0.0,0.0,0.0,0.0,4.957779822751381,0.0,18.0,0.0,0.6555555555555556,3.248475769911591,1.728203461629051
2729,Transition_DryDown,5.525208340717345,-0.6007111139289689,4.924497226788376,0.1,0.00859486469770131,4.9244897263520855,0.0,0.0,0.0,0.0,0.0,0.0,4.823034356221816,0.0,18.0,0.0,0.34444444444444444,-0.5715180137427552,1.2372261656125907
2730,Transition_DryDown,4.420166672573876,-0.5489027027527456,3.87126396982113,2.6,0.17561210150820378,3.8672787737424787,0.0,0.0,0.0,0.0,0.0,0.0,2.991752515951197,6.882602928756553,0.0,0.0,0.6555555555555556,2.480510963487454,1.639645703978976
2731,Transition_DryDown,3.655137825397628,-0.5404929242747483,3.1146449011228796,7.7,0.41731938923398804,3.086560770090251,0.9507583878246368,0.0002640995521735102,0.7130687908684776,9.079073826502334,0.2289406380198927,0.0,2.217996986463145,3.2620885308557166,0.0,0.0027913122292838573,1.0,3.616983187938796,0.9618329439459576
2732,Transition_DryDown,3.474506014258792,-0.35961030145007367,3.114895712808718,15.3,0.8219370320629007,3.00449576751204,3.2952010510059644,0.0006512340731059243,2.4714007882544733,31.46685214495248,0.7934136536551967,0.07950398343622338,2.404445178684435,2.9110605273103625,0.0,0.008633276738221575,0.8,4.019052806577214,1.492557280042056
2733,Transition_DryDown,3.6020108221215,-0.6376511809689059,2.964359641152594,21.5,1.0864414449344235,2.7580922879452636,0.0,-0.0009153336252794345,0.0,0.0,0.0,0.0,1.759986228809547,4.795360573521384,0.0,0.0,0.6555555555555556,1.8929064391575372,1.360411924549806
2734,Transition_DryDown,3.8676458385021415,-0.40593509026313207,3.4617107482390095,26.4,1.5391983788296413,3.1006950277448584,0.0,0.0,0.0,0.0,0.0,0.0,2.5241105662006817,4.444574409168613,0.0,0.0,0.6444444444444445,1.9669116665968378,1.408014581769763
2735,Transition_DryDown,4.133280854882783,-0.4700775247842885,3.663203330098495,32.8,1.984387319849428,3.0791663810949723,0.0,0.0,0.0,0.0,0.0,0.0,2.6887032556401183,5.579404646749509,0.0,0.0,0.7,2.324556004811127,1.3888761982697033
2736,Transition_DryDown,4.101404652917106,-0.5847887484342029,3.5166159044829026,42.5,2.375791269014137,2.5927212086412803,0.0,0.0,0.0,0.0,0.0,0.0,2.5245791856056585,4.747525161241269,0.0,0.0,0.6555555555555556,1.7982176611425602,1.3838012065583913
2737,Transition_DryDown,3.910147441123044,-0.6440914309251276,3.2660560101979166,53.3,2.6186441617126195,1.9518772031248142,0.0,0.0,0.0,0.0,0.0,0.0,2.238674232657743,3.9865258575172566,0.0,0.0,0.7222222222222222,2.3959139569958836,1.5665857745941054
2738,Transition_DryDown,3.708264828673757,-0.5858704733672492,3.1223943553065077,61.5,2.7440135919224837,1.4898778196196525,0.0,0.0,0.0,0.0,0.0,0.0,2.0976712553666608,3.550921457841124,0.0,0.0,0.7,2.027376267425198,1.3423504203921572
2739,Transition_DryDown,3.52763301753492,-0.40267626234236775,3.124956755192552,68.2,2.9014780568120533,1.160508426363943,0.0,0.0,0.0,0.0,0.0,0.0,2.1343635650876815,3.5010225418902623,0.0,0.0,0.5777777777777777,1.3715950097461074,1.4834857621738826
2740,Transition_DryDown,3.368252007706535,-0.41171738867559465,2.9565346190309403,73.7,2.8376975732537395,0.829800841333789,0.0,0.0,0.0,0.0,0.0,0.0,1.7575448323979703,4.784908827042395,0.0,0.0,0.7222222222222222,2.389788024231829,1.5115630099851427
2741,Transition_DryDown,3.261998001154278,-0.40624314168605324,2.8557548594682247,76.4,2.7756823506157815,0.6715082321583482,0.0,0.0,0.0,0.0,0.0,0.0,1.6402605031151305,4.02100423997849,0.0,0.0,0.7,2.0581953023262307,1.2668270005665532
2742,Transition_DryDown,3.028239186739314,-0.3450567696379501,2.6831824171013636,75.4,2.5965402311049712,0.676348069927947,0.0,0.0,0.0,0.0,0.0,0.0,1.521166890929566,2.6842298746961157,0.0,0.0,0.5777777777777777,1.2994143205064463,1.3332096820918184
2743,Transition_DryDown,2.72010256773777,-0.2863936503953965,2.4337089173423734,71.8,2.311955453021575,0.7601322763806241,14.832361977933967,0.004120100549426102,11.124271483450475,141.63862359098837,4.570912899311827,0.0,1.1865889582347426,0.0,0.0,0.0,1.0,15.416699098854291,1.4909012196168103
2744,Transition_DryDown,2.603223160530288,-0.3799095003398138,2.2233136601904744,64.6,2.0083976963551393,0.9536573414308381,12.341738886345887,-0.0006918397476633557,9.256304164759415,117.85492500668468,4.1632920853670345,0.0,0.9873391109076612,0.0,0.0,0.0,1.0,10.865395393353891,1.2540071819815202
2745,Transition_DryDown,2.4969691539780308,-0.2617499542009494,2.2352191997770814,49.7,1.7047308935977197,1.4457169333813642,12.46434886326121,3.405832692092295e-05,9.348261647445907,119.02576404059208,4.182257224874505,0.0,0.9971479090608972,0.0,0.0,0.0,0.7888888888888889,8.645628287697004,1.1245719706616468
2746,Transition_DryDown,2.2313341375973894,-0.16201460951352525,2.0693195280838643,33.9,1.1541528457049357,1.7175606300973558,10.683846637708799,-0.0004945839515423363,8.0128849782816,102.02322021762488,3.8722318470078525,0.0,0.854707731016697,0.0,0.0,0.0,0.7666666666666667,9.407261263439219,1.324963244540366
2747,Transition_DryDown,1.9444483199062963,0.04769310511338293,1.9921414250196792,19.8,0.6748138431456573,1.8743675558380821,9.90965246116514,-0.00021505393792879424,7.432239345873855,94.6302104110319,3.7307789760962558,0.02962910321077924,0.7927721968932081,0.0,0.0,0.0,0.8222222222222222,8.346015012873046,1.2450399184559222
2748,Transition_DryDown,1.5194322936972695,-0.02801941621153639,1.4914128774857331,15.8,0.40608226672130926,1.4350643064980602,5.558157787365321,-0.0012087485204999495,4.168618340523991,53.076497180634156,2.7950800234148225,0.3015851242212559,0.4446526229892087,0.0,0.0,0.0,1.0,4.929421883573714,1.1942779475525234
2749,Transition_DryDown,0.8075304497971504,0.04036707576779572,0.8478975255649461,22.5,0.32447633537706005,0.7833551695364193,2.4324629427970925,-0.000868248567935619,1.8243472070978193,23.22831007404093,2.1516128448213996,0.34967989809562605,0.19459703542376738,0.0,0.0,0.0,0.7888888888888889,2.241456487693716,1.2185943189196242
2750,Transition_DryDown,0.7650288471762478,0.016224523649902487,0.7812533708261502,16.2,0.21796274202366378,0.7502326789181794,2.143695350174437,-8.021322017295983e-05,1.6077715126308278,20.47078268780239,2.0579386568670563,0.3472408207716962,0.171495628013955,0.0,0.0,0.0,0.8111111111111111,1.9109791371065894,1.2842033566064208
2751,Transition_DryDown,1.2856734792823052,0.08306169923145777,1.368735178513763,16.8,0.39560798818694504,1.3103168733492598,4.805916029050074,0.0007395057441321214,3.6044370217875557,45.893117526473524,2.633407161859771,0.3243185082879025,0.3844732823240059,0.0,0.0,0.0,1.0,5.038661482218912,1.4001864515865423
2752,Transition_DryDown,1.540683095007721,0.08601965584756929,1.6267027508552903,32.6,0.8764199180511283,1.37041963167616,6.619754235867462,0.0005038439463381632,4.964815676900597,63.213996521509145,3.0520730811392482,0.25073828614814603,0.5295803388693986,0.0,0.0,0.0,0.9444444444444444,6.500119441303972,1.349937438619858
2753,Transition_DryDown,1.3919274858345618,0.0736298688849732,1.465557354719535,57.8,1.2401446181316607,0.780960745551016,5.373533553540002,-0.0003461724117576276,4.030150165155002,51.31346561496296,2.749909549548987,0.3086561799063245,0.42988268428319537,0.0,0.0,0.0,1.0,4.157666616380149,1.1724435344424444
2754,Transition_DryDown,1.2431718766614024,0.014904943944278846,1.2580768206056812,53.7,1.0139196909674109,0.7447980577403847,4.290639120000444,-0.000300804009316544,3.217979340000333,40.97258549829183,2.5578559967833185,0.33249167185475625,0.34325112960003545,0.0,0.0,0.0,0.9777777777777777,3.395704322878376,1.1751595710869358
2755,Transition_DryDown,1.76381650876746,0.0751455118094648,1.8389620205769248,6.9,0.220927083889087,1.8256430474571501,8.476065784690274,0.0011626185179693972,6.357049338517705,80.94046605633251,3.456868204664364,0.1340229729048135,0.6780852627752264,0.0,0.0,0.0,0.9666666666666667,6.4069418423257,1.2700069911659375
2756,Transition_DryDown,2.805105772979575,0.004423058600619395,2.8095288315801947,357.2,-0.13724483665683046,2.8061746400200067,7.925239625097926,-0.00015300726655343002,5.943929718823444,75.68046369132566,2.115632219898001,0.3490268465579028,1.5850479250195852,0.0,0.0,0.0,1.0,10.399255909844962,1.7127215331861294
2757,Transition_DryDown,3.347001206396084,0.07535518820933194,3.4223563946054156,1.3,0.07764414112935442,3.42147551197504,0.0,-0.0022014554514160904,0.0,0.0,0.0,0.0,2.5134965424573097,4.281663802493684,0.0,0.0,0.9777777777777777,2.9059055996237677,1.1740112761294732
2758,Transition_DryDown,3.5701346201558226,-0.0005018565107384743,3.569632763645084,8.7,0.5399455798103033,3.528560165015152,0.0,0.0,0.0,0.0,0.0,0.0,2.5594010288954983,5.068147358548486,0.0,0.0,0.4,0.42739261053318317,1.1358766708930839
2759,Transition_DryDown,3.633887024087177,-0.18489716391827082,3.448989860168906,15.3,0.9100954737024143,3.326748755811642,0.0,0.0,0.0,0.0,0.0,0.0,2.516394947787967,4.418720767699047,0.0,0.0,0.7888888888888889,3.176195363735611,1.7140200295101073
2760,Transition_DryDown,3.3257504050856324,-0.07588846871245651,3.249861936373176,20.0,1.111518245266989,3.053871280182877,0.0,0.0,0.0,0.0,0.0,0.0,2.1917212468937888,4.005005344384176,0.0,0.0,0.8111111111111111,2.691051126716602,1.0519675587916952
2761,Transition_DryDown,2.794480372324349,0.03780290659452211,2.8322832789188714,23.7,1.138429966821293,2.5934158522471296,0.0,0.0,0.0,0.0,0.0,0.0,1.612170328062441,3.731209663697079,0.0,0.0,0.4,0.07124530229331749,1.3073680693972172
2762,Transition_DryDown,2.47571835266758,0.0617601378241432,2.5374784904917234,25.1,1.0763969108954332,2.2978613491511894,7.6458310639544935,0.0021238419622095816,5.73437329796587,73.01230847243538,2.259870702137317,0.3495099315074041,1.294153414617764,0.0,0.0,0.0,1.0,10.096163572654728,1.7333535206924293
2763,Transition_DryDown,2.4969691539780308,-0.024789336059329356,2.4721798179187013,29.1,1.202308512222767,2.1601220552462355,15.35607188911728,0.002141733562545218,11.517053916837959,146.63968485765085,4.658663513616914,0.0,1.2284857511294025,0.0,0.0,0.0,0.9333333333333333,13.356455029014084,1.2239230082950745
2764,Transition_DryDown,2.64572476315119,0.17463964781223662,2.820364410963427,37.0,1.6973376732811678,2.252443169869009,10.787746349704381,-0.0012689793165035828,8.090809762278287,103.01538938262016,2.86871077043356,0.2888629167684195,2.512667851699672,1.055584163164461,0.0,0.010248636782684851,0.6555555555555556,4.822277421326626,0.889386610713812
2765,Transition_DryDown,2.730727968392995,0.011870098728070377,2.7425980671210652,46.6,1.9927022882241225,1.8844048790752346,9.357344681808353,-0.00039733379663778556,7.018008511356265,89.35605961946749,2.5588906356676406,0.33239028479317456,2.3366855055166305,1.2173561524025087,0.0,0.010252099006695266,0.8555555555555555,9.23768696248739,1.500131596579146
2766,Transition_DryDown,2.741353369048221,0.042960433376669487,2.7843138024248906,52.9,2.220723941620355,1.6795203260121343,10.13019759482699,0.00021468136472739917,7.597648196120243,96.73626130286068,2.728732727433009,0.31177913907399923,2.434859552056706,1.1352668948978952,0.0,0.010350430171363228,0.9222222222222223,11.08847834400814,1.4632819733660491
2767,Transition_DryDown,2.677600965116868,0.22414020554094405,2.9017411706578122,56.3,2.4141155282844986,1.6100149184359211,11.934310118156592,0.000501142367591556,8.950732588617445,113.96426686177459,3.0846075036349134,0.24301341702323534,2.631173533286071,0.8878898268265129,0.0,0.009536717289693561,0.8444444444444444,8.17204837504154,1.091265090158852
2768,Transition_DryDown,2.953861382152734,0.26687541437280743,3.2207367965255416,52.6,2.5586004000562963,1.9561977163173891,11.551229489635512,-0.00010641128570030004,8.663422117226634,110.30611632386179,2.689888266117411,0.3171887970125652,2.073237582978753,0.0,0.0,0.0,0.8777777777777778,10.051655006078292,1.3457418706181743
2769,Transition_DryDown,2.9432359814975086,0.320815837144044,3.2640518186415526,40.0,2.098092066397605,2.5004087577227554,11.502204795417743,-1.3617970616046883e-05,8.626653596563308,109.83796497876219,2.6429278932690434,0.3231778158115181,2.1231775680947145,0.0,0.0,0.0,0.9555555555555556,11.871383914032418,1.391326615394139
2770,Transition_DryDown,3.11324239198112,-0.06500168492346492,3.048240707057655,24.2,1.2495440785164547,2.7803616678424796,12.292779235772219,0.00021960401120957662,9.219584426829165,117.3873947826336,3.0245591844118054,0.25704521601201114,2.5130986470389667,0.5743543758582447,0.0,0.006354370390972629,1.0,9.759712032825528,1.144109581641399
2771,Transition_DryDown,3.665763226052854,-0.2905130360136233,3.3752501900392304,11.2,0.6555895308673569,3.3109690745123217,11.290630901939055,-0.0002783745371758788,8.467973176454292,107.8175831201823,2.5088431078218436,0.3369592098292308,2.258126180387811,0.0,0.0,0.0,1.0,11.126620136651308,1.362251158183294
2772,Transition_DryDown,4.228909460779814,-0.23652810720052483,3.9923813535792894,4.2,0.292394812582121,3.9816597225256034,15.774520248181652,0.0012455248184007213,11.830890186136239,150.6355723440781,2.9633667574189757,0.2703300460092475,3.1549040496363308,0.0,0.0,0.0,1.0,13.61236901562759,1.2351307039022754
2773,Transition_DryDown,4.622049285023163,-0.6751662915682858,3.946882993454877,359.7,-0.02066573660057446,3.946828890559367,15.406394332903865,-0.00010225719868827415,11.554795749677899,147.12022879827683,2.9275749417551107,0.27762583845527994,3.081278866580773,0.0,0.0,0.0,1.0,14.049583913180415,1.3190288772085341
2774,Transition_DryDown,4.866433500093354,-0.18385271692412813,4.682580783169226,355.9,-0.3347925588779477,4.670597042501706,21.68375735759664,0.0017437119513035487,16.26281801819748,207.06463009600563,3.4730459059353613,0.12842732128258808,4.336751471519328,0.0,0.0,0.0,0.6222222222222222,16.598301819608864,1.2140407295863223
2775,Transition_DryDown,5.078941513197867,0.12685052410519176,5.205792037303058,351.9,-0.733502511266861,5.153857274082504,23.038346126325152,0.0003762746579801421,17.278759594743864,220.0,3.319141346970786,0.1787628616895099,5.363733655788544,0.0,0.0,0.0,0.6222222222222222,19.77141784822068,1.377927316308266
2776,Transition_DryDown,5.132068516473995,0.5848629670136857,5.716931483487681,348.9,-1.1006348916949251,5.609982925292764,23.038346126325152,0.0,17.278759594743864,220.0,3.0223835364566507,0.25753510220225334,6.478744092593702,0.0,0.0,0.0,0.6555555555555556,20.598903218090776,1.4206832196914907
2777,Transition_DryDown,4.983312907300836,1.07374593172962,6.057058839030456,348.4,-1.2179407996110347,5.933344924081172,23.038346126325152,0.0,17.278759594743864,220.0,2.8526649738653767,0.29176169967236626,7.291296593394515,0.0,0.0,0.0,0.5888888888888889,16.46317045984064,1.2498003984167885
2778,Transition_DryDown,4.23953486143504,0.8656145393704336,5.105149400805473,347.3,-1.122347718421245,4.98024959249023,23.038346126325152,0.0,17.278759594743864,220.0,3.384574718228164,0.15815388981528647,5.200557693750968,0.0,0.0,0.0,0.6333333333333333,20.397801551717535,1.3774957360760498
2779,Transition_DryDown,3.5701346201558226,0.8357539841255885,4.405888604281412,350.2,-0.7499240927160704,4.341597430497303,19.43042843968222,-0.0010021993574008143,14.572821329761666,185.54692395412613,3.307578252341778,0.18228306454251425,3.8860856879364443,0.0,0.0,0.0,1.0,14.883455540854309,1.1233725236793508
2780,Transition_DryDown,3.2832488024647297,0.9161737646757407,4.199422567140471,357.6,-0.1758535652841585,4.195738960062401,17.665528779267163,-0.0004902499056708493,13.249146584450372,168.69337365315027,3.154992471613107,0.22531104793234427,3.5331057558534322,0.0,0.0,0.0,1.0,18.662496193418953,1.4831686258217596
2781,Transition_DryDown,3.1769947959124734,0.9104522725417292,4.087447068454202,5.4,0.3846627493909309,4.069306833681366,16.742129859718045,-0.0002564996998747551,12.556597394788533,159.87556350363283,3.071990214062199,0.24604358332145168,3.348425971943609,0.0,0.0,0.0,1.0,15.401842478440022,1.3293297197399419
2782,Transition_DryDown,3.230121799188601,1.012145041170871,4.242266840359472,11.8,0.8675268197128586,4.15261666445296,18.04043170335269,0.00036063940100962416,13.530323777514518,172.27343286601933,3.189408937880017,0.21616190772464766,3.608086340670538,0.0,0.0,0.0,1.0,15.425956405326652,1.35629119844378
2783,Transition_DryDown,3.3257504050856324,0.4283851241831801,3.7541355292688126,18.0,1.1600916777308508,3.5703950581662593,14.13097281999209,-0.0010859608009335005,10.598229614994068,134.94085049993765,2.8230812479639673,0.2969216466611261,2.826194563998418,0.0,0.0,0.0,1.0,14.967005710314579,1.527839366245346
2784,Transition_DryDown,3.3363758057408583,0.4594877008838669,3.795863506624725,31.7,1.9946186640710624,3.2295628412936517,14.452148870139489,8.92155694853885e-05,10.839111652604617,138.00785585895898,2.855506167091539,0.29125354793622493,2.8904297740278975,0.0,0.0,0.0,1.0,12.997064340849779,1.30830897224451
2785,Transition_DryDown,3.2832488024647297,0.3223678845547028,3.6056166870194324,49.6,2.7458152294589944,2.336871930462608,13.048040075185193,-0.0003900302208206376,9.786030056388896,124.59960453761217,2.714107157208238,0.31386439094435253,2.609608015037039,0.0,0.0,0.0,1.0,11.127997744710742,1.385272161837653
2786,Transition_DryDown,3.272623401809504,0.37828370408282463,3.650907105892329,66.4,3.345555200933671,1.461637127799087,13.387263125236908,9.422862501436511e-05,10.040447343927681,127.83894605119855,2.75012402471787,0.3086239238671384,2.6774526250473816,0.0,0.0,0.0,1.0,14.689158944035576,1.6102254197932717
2787,Transition_DryDown,3.368252007706535,-0.22034084706883883,3.147911160637696,79.6,3.0961956102582917,0.5682582320430154,10.44862124871307,-0.0008162894101455103,7.836465936534803,99.77698321366184,2.489417755660967,0.33854807693275746,1.9920417152961067,0.22762425213275328,0.0,0.002140523637801037,1.0,9.457350417128945,1.3015175444648983
2788,Transition_DryDown,3.538258418190146,0.007702696687912403,3.5459611148780583,88.5,3.5447460025663444,0.09282244080589114,12.6472453751508,0.0006107289240104802,9.485434031363098,120.77229707708173,2.674996629704805,0.3191532697731159,2.52944907503016,0.0,0.0,0.0,1.0,10.644907403660264,1.3831650216057432
2789,Transition_DryDown,3.6020108221215,0.23745966625736714,3.8394704883788675,94.6,3.827103087272147,-0.30792140316038313,14.838496982607507,0.0006086810020713079,11.12887273695563,141.69720857016952,2.8985436326805973,0.283286280325972,2.9676993965215015,0.0,0.0,0.0,1.0,16.36096410494135,1.6134538085938899
2790,Transition_DryDown,3.4851314149140173,0.2734828451963151,3.7586142601103325,98.6,3.716353833578362,-0.5620456742580224,14.225333818039978,-0.0001703231012687582,10.669000363529983,135.841931656402,2.8385462367763163,0.2942541196189772,2.8450667636079956,0.0,0.0,0.0,1.0,13.83221210152931,1.330881126388344
2791,Transition_DryDown,3.261998001154278,0.15838556383020796,3.420383564984486,97.1,3.394155851352732,-0.42276445965099274,11.72658812525204,-0.0006940960257744274,8.79494109393903,111.98066794419503,2.571331819032092,0.3311482179925825,2.345317625050408,0.0,0.0,0.0,1.0,9.025001097280798,1.2242510327218767
2792,Transition_DryDown,3.4532552129483403,-0.034903905510479616,3.4183513074378604,88.1,3.4164719523835574,0.11333604739275505,11.66335475104183,-1.7564826169502724e-05,8.747516063281372,111.37683369975898,2.558986855519497,0.33238084107323373,2.332670950208366,0.0,0.0,0.0,1.0,12.716981168996288,1.5829197925225778
2793,Transition_DryDown,3.5063822162244684,0.21162314252384556,3.718005358748314,71.8,3.532001178229787,1.161262900752699,13.740426041047007,0.0005769642472236604,10.305319530785255,131.211403477274,2.771733372179591,0.30530950503814597,2.7480852082094014,0.0,0.0,0.0,1.0,13.599685965859312,1.3007500898331696
2794,Transition_DryDown,3.548883818845371,0.31692450263122063,3.8658083214765915,52.4,3.062839896302217,2.3587042519182195,14.800856978943179,0.00029456414941560324,11.100642734207383,141.337773011699,2.871493310347928,0.28835306912316155,2.960171395788636,0.0,0.0,0.0,1.0,10.709619975875643,1.099645720078539
2795,Transition_DryDown,3.9420236430887208,0.40841362092901157,4.3504372640177325,35.0,2.495308302464086,3.563669578371134,18.694621976173515,0.001081601388119538,14.020966482130136,178.52048980454353,3.222886719479191,0.20695154909749408,3.7389243952347027,0.0,0.0,0.0,1.0,19.58043932848877,1.5222479914281004
2796,Transition_DryDown,4.505169877815681,0.09888178789566668,4.6040516657113475,24.4,1.901954138246418,4.192834625470788,20.907635803152438,0.0006147260630497008,15.680726852364328,199.65321518620797,3.405853798111447,0.15119953755979268,4.181527160630488,0.0,0.0,0.0,1.0,17.917561405923657,1.2390430791616454
2797,Transition_DryDown,5.06831611254264,-0.3798847573469115,4.688431355195728,16.5,1.331586447466594,4.495360508936491,21.67250019029027,0.00021246232976050846,16.254375142717702,206.9571320666843,3.466911192952537,0.1305576602383019,4.334500038058054,0.0,0.0,0.0,0.6555555555555556,15.854519036853134,1.166545653058498
2798,Transition_DryDown,5.61021154595915,-0.3689765725296064,5.241234973429544,11.2,1.0180278746555143,5.141416467582194,23.038346126325152,0.00037940164889857877,17.278759594743864,220.0,3.2966962332997065,0.18556253130983694,5.4206309764819345,0.0,0.0,0.0,0.7222222222222222,21.809087977773654,1.5001274423775703
2799,Transition_DryDown,5.950224366926371,-0.3825204749415628,5.567703891984808,9.1,0.880577286601583,5.497627694846584,23.038346126325152,0.0,17.278759594743864,220.0,3.1033905412279803,0.2384218498073969,6.125980274756148,0.0,0.0,0.0,1.0,21.983683900536768,1.4927163736102618
2800,Transition_DryDown,6.067103774133853,-0.7852347669765325,5.28186900715732,8.6,0.789826096009955,5.222481684681214,23.038346126325152,0.0,17.278759594743864,220.0,3.2713343650381854,0.19308005367221875,5.527643687297098,0.0,0.0,0.0,1.0,21.679797157745057,1.497185571595965
2801,Transition_DryDown,5.92897356561592,-0.7369184776119608,5.1920550880039595,8.0,0.7225944069529965,5.141526364797525,23.038346126325152,0.0,17.278759594743864,220.0,3.327923009650988,0.17606499590037114,5.358000579448345,0.0,0.0,0.0,1.0,23.482049849643087,1.5719923365665263
2802,Transition_DryDown,5.227697122371026,-1.1863451317627818,4.041351990608245,7.0,0.49251691356451255,4.011228365706209,16.284285100580046,-0.0018761280627069739,12.213213825435034,155.50346810850098,3.0220613927758566,0.2576075286240612,3.2568570201160094,0.0,0.0,0.0,0.7555555555555555,14.38237296738705,1.440277782674785
2803,Transition_DryDown,4.611423884367937,-0.6708656262933739,3.9405582580745637,9.3,0.6368092717852541,3.888762442814934,15.519129224340467,-0.00021254329895543852,11.63934691825535,148.19676771214063,2.9537304503505983,0.2723287667480467,3.1038258448680933,0.0,0.0,0.0,0.5888888888888889,13.028743101130845,1.3729650943880651
2804,Transition_DryDown,4.441417473884327,-0.5348905598686627,3.906526914015664,19.1,1.278285529109528,3.6914683577132177,15.259324738906686,-7.216791262049475e-05,11.444493554180015,145.71581762648665,2.9295826717896065,0.2772258569369214,3.051864947781337,0.0,0.0,0.0,0.6222222222222222,12.909403078311508,1.2278123378571912
2805,Transition_DryDown,4.1757824575036855,-0.6016377487056817,3.574144708798004,29.9,1.7816673174418287,3.0984144282823767,12.77654155082489,-0.000689661996689388,9.582406163118668,122.00698460596628,2.6810347492452986,0.3183640427759685,2.555308310164978,0.0,0.0,0.0,1.0,9.948366781437562,1.121027651700301
2806,Transition_DryDown,3.9207728417782697,-0.904255427510422,3.016517414267848,39.6,1.9228005653490128,2.3242666147571582,12.32382544236438,-0.00012575447457236402,9.242869081773284,117.68386421723729,3.0640861007648654,0.24791965768075777,2.5331106692522023,0.5958868178081795,0.0,0.006609244613466592,1.0,14.20938449572176,1.5204740548002162
2807,Transition_DryDown,3.782642633260336,-0.9830468740827939,2.7995957591775418,49.1,2.1160841668413566,1.8330096054435172,10.240501483021244,-0.0005787010998175374,7.680376112265933,97.78958584576297,2.7433875362499673,0.3096310526979948,2.453338793936281,1.1322227345770994,0.0,0.01043507573329244,1.0,9.395376364137762,1.2003617991245776
2808,Transition_DryDown,3.633887024087177,-0.8906642048756593,2.7432228192115176,59.0,2.351400899167975,1.4128641998560316,9.209932625727749,-0.000286269127025971,6.907449469295812,87.9483781756734,2.5180052531355126,0.3361739963446783,2.3215432853194256,1.2401117115295164,0.0,0.010279210780406493,1.0,9.268731455594516,1.4333060644302564
2809,Transition_DryDown,3.474506014258792,-0.7805790016844787,2.693927012574313,67.7,2.4924474526557314,1.0222271982428948,7.276521499063979,-0.0005370586462954916,5.457391124297985,69.48566190542884,2.0258125401411338,0.3458517793319416,1.4553042998127959,0.0,0.0,0.0,1.0,6.2779402839637415,1.4080656803779286
2810,Transition_DryDown,3.3895028090169865,-0.5728501287488348,2.8166526802681515,71.7,2.6742018163149384,0.8844076926845705,0.0,-0.0020212559719622165,0.0,0.0,0.0,0.0,1.5920346503576974,3.503188232875563,0.0,0.0,0.6222222222222222,1.719997612595878,1.4701994233194562
2811,Transition_DryDown,3.3895028090169865,-0.25659914412519924,3.132903664891787,71.9,2.977874219153982,0.9733193249856148,0.0,0.0,0.0,0.0,0.0,0.0,2.1729636068506926,3.460165395465875,0.0,0.0,0.7333333333333333,2.4395905666220705,1.4045006044179813
2812,Transition_DryDown,3.495756815569244,-0.2126278980598248,3.283128917509419,71.0,3.1042593775924328,1.0688822225184644,0.0,0.0,0.0,0.0,0.0,0.0,2.3160434319171666,3.9363029551052096,0.0,0.0,0.6444444444444445,1.7868259836460356,1.2560127337953007
2813,Transition_DryDown,3.644512424742403,-0.18015430984512326,3.4643581148972795,69.3,3.2407131192376717,1.2245634434587176,0.0,0.0,0.0,0.0,0.0,0.0,2.516633454859145,4.504763552889731,0.0,0.0,0.6222222222222222,1.8042970105502882,1.4178274544995946
2814,Transition_DryDown,3.665763226052854,-0.001221519309695357,3.6645417067431585,67.7,3.390469600508791,1.3905329224746248,0.0,0.0,0.0,0.0,0.0,0.0,2.6999195083663023,5.645395910713734,0.0,0.0,0.7333333333333333,2.502104262934018,1.385862358513197
2815,Transition_DryDown,3.665763226052854,-0.15792015787876004,3.5078430681740937,64.6,3.168758445307544,1.5046371344045562,0.0,0.0,0.0,0.0,0.0,0.0,2.5273271272704645,4.68393740314334,0.0,0.0,0.6444444444444445,1.7527151971043582,1.2936315936178358
2816,Transition_DryDown,4.143906255538009,-0.1608699744044867,3.983036281133522,59.8,3.4424378930510953,2.003546697562075,0.0,0.0,0.0,0.0,0.0,0.0,3.167004048615459,7.712561182165175,0.0,0.0,0.6222222222222222,1.8760798262890879,1.480098941213178
2817,Transition_DryDown,4.462668275194779,-0.12273802845096986,4.339930246743809,52.4,3.4384817873790574,2.6479874517195707,0.0,0.0,0.0,0.0,0.0,0.0,3.748054702048908,10.767962999733708,0.0,0.0,0.7333333333333333,2.4430214474478302,1.390951057867099
2818,Transition_DryDown,4.738928692230646,-0.5145915425944266,4.224337149636219,44.3,2.9503416361199815,3.0233274027093935,0.0,0.0,0.0,0.0,0.0,0.0,3.5399454340749035,9.575332187368433,0.0,0.0,0.6333333333333333,3.6400210953352308,1.504873219738557
2819,Transition_DryDown,4.823931897472451,-0.5086988496791265,4.315233047793324,33.4,2.3754526817884996,3.602563089433894,0.0,0.0,0.0,0.0,0.0,0.0,3.6843373927259515,10.34548755147777,0.0,0.0,0.4222222222222222,1.0014009831015738,1.0488155082290698
