station,datetime_utc,datetime_ph,synop_raw,wind_speed_ms,wind_direction_deg,wind_unit_code,missing_wind_flag
98747,2023-04-11T09:00:00+00:00,2023-04-11T17:00:00+08:00,AAXX 11091 98747 41460 73101 10298 20226 39989 40075 55001 70544 81208 333 81816 87272==,1.000,310.0,1,0
98747,2023-04-12T21:00:00+00:00,2023-04-13T05:00:00+08:00,AAXX 12211 98747 42460 12101 10233 20222 39997 40083 53002 81100 333 81816==,1.000,210.0,1,0
98747,2023-04-14T15:00:00+00:00,2023-04-14T23:00:00+08:00,AAXX 14151 98747 42460 82101 10260 20232 30016 40102 51005 8287/ 333 82816 88358==,1.000,210.0,1,0
98747,2023-04-14T18:00:00+00:00,2023-04-15T02:00:00+08:00,AAXX 14181 98747 42460 81801 10260 20227 39997 40083 58019 8287/ 333 82816 88358==,1.000,180.0,1,0
98747,2023-04-14T21:00:00+00:00,2023-04-15T05:00:00+08:00,AAXX 14211 98747 42460 31801 10256 20228 30008 40094 53011 82870 333 82816 83358==,1.000,180.0,1,0
98747,2023-04-15T00:00:00+00:00,2023-04-15T08:00:00+08:00,AAXX 15001 98747 41470 51801 10290 20256 30022 40108 52014 70544 82271 333 20256 59009 82816 85358==,1.000,180.0,1,0
98747,2023-04-15T03:00:00+00:00,2023-04-15T11:00:00+08:00,AAXX 15031 98747 41470 33001 10310 20263 30015 40101 58007 70544 82801 333 82816 83075==,1.000,300.0,1,0
98747,2023-04-16T00:00:00+00:00,2023-04-16T08:00:00+08:00,AAXX 16001 98747 41465 42902 10295 20242 30013 40099 52018 70544 82208 333 20248 59009 82816 84272==,2.000,290.0,1,0
98747,2023-04-16T12:00:00+00:00,2023-04-16T20:00:00+08:00,AAXX 16121 98747 41460 72501 10284 20245 30009 40095 52024 70244 82231 333 10325 58009 82816 86075==,1.000,250.0,1,0
98747,2023-04-16T18:00:00+00:00,2023-04-17T02:00:00+08:00,AAXX 16181 98747 42460 71701 10259 20249 39995 40099 58008 82808 333 82816 87272==,1.000,170.0,1,0
98747,2023-04-19T03:00:00+00:00,2023-04-19T11:00:00+08:00,AAXX 19031 98747 41470 23504 10313 20248 30010 40096 58004 70544 82201 333 82816==,4.000,350.0,1,0
98747,2023-04-20T06:00:00+00:00,2023-04-20T14:00:00+08:00,AAXX 20061 98747 41470 53004 10318 20252 39975 40049 57028 70544 82901 333 84075 82915==,4.000,300.0,1,0
98747,2023-04-20T09:00:00+00:00,2023-04-20T17:00:00+08:00,AAXX 20091 98747 41470 43602 10301 20254 39963 40049 55000 71794 82901 333 81816 83075 81915==,2.000,360.0,1,0
98747,2023-04-20T18:00:00+00:00,2023-04-21T02:00:00+08:00,AAXX 20181 98747 42460 72202 10262 20252 39980 40066 58013 81870 333 81816 87358==,2.000,220.0,1,0
98747,2023-04-21T03:00:00+00:00,2023-04-21T11:00:00+08:00,AAXX 21031 98747 41475 62901 10317 20251 30005 40091 58002 70544 82202 333 82816 85075==,1.000,290.0,1,0
98747,2023-04-21T12:00:00+00:00,2023-04-21T20:00:00+08:00,AAXX 21121 98747 11460 82101 10278 20248 30001 40087 52014 60001 71794 8297/ 333 10329 58020 88258 82915==,1.000,210.0,1,0
98747,2023-04-21T18:00:00+00:00,2023-04-22T02:00:00+08:00,AAXX 21181 98747 42460 51801 10258 20243 39997 40083 58011 82870 333 82816 85358==,1.000,180.0,1,0
98747,2023-04-22T00:00:00+00:00,2023-04-22T08:00:00+08:00,AAXX 22001 98747 11475 33001 10290 20253 30008 40094 52013 60004 70544 82801 333 20250 59005 70000 82816 83075==,1.000,300.0,1,0
98747,2023-04-22T18:00:00+00:00,2023-04-23T02:00:00+08:00,AAXX 22181 98747 42460 31801 10260 20232 30002 40088 58011 82870 333 82816 83358==,1.000,180.0,1,0
98747,2023-04-23T03:00:00+00:00,2023-04-23T11:00:00+08:00,AAXX 23031 98747 41470 22902 10317 20251 30013 40099 58001 70544 82201 333 82816==,2.000,290.0,1,0
98747,2023-04-23T15:00:00+00:00,2023-04-23T23:00:00+08:00,AAXX 23151 98747 42460 51201 10277 20250 30012 40098 50011 82870 333 82816 85358==,1.000,120.0,1,0
98747,2023-04-23T18:00:00+00:00,2023-04-24T02:00:00+08:00,AAXX 23181 98747 42460 21401 10260 20242 39994 40080 57018 82870 333 82816==,1.000,140.0,1,0
98747,2023-04-28T15:00:00+00:00,2023-04-28T23:00:00+08:00,AAXX 28151 98747 42460 33602 10280 20253 30003 40089 51005 82870 333 82816 83358==,2.000,360.0,1,0
98747,2023-04-28T18:00:00+00:00,2023-04-29T02:00:00+08:00,AAXX 28181 98747 42460 31601 10264 20245 39987 40073 58016 82870 333 82816 83358==,1.000,160.0,1,0
98747,2023-04-28T21:00:00+00:00,2023-04-29T05:00:00+08:00,AAXX 28211 98747 42470 20901 10260 20232 39990 40076 53003 82800 333 82816==,1.000,90.0,1,0
98747,2023-04-29T12:00:00+00:00,2023-04-29T20:00:00+08:00,AAXX 29121 98747 01460 81601 10260 20239 39990 40076 52016 72598 8287/ 333 10311 59008 70000 82816 87358==,1.000,160.0,1,0
98747,2023-04-29T18:00:00+00:00,2023-04-30T02:00:00+08:00,AAXX 29181 98747 42460 82101 10260 20218 39974 40060 58023 8287/ 333 82816 88358==,1.000,210.0,1,0
98747,2023-04-30T00:00:00+00:00,2023-04-30T08:00:00+08:00,AAXX 30001 98747 11475 80301 10288 20240 30001 40087 52020 60004 70544 8227/ 333 20260 59002 70000 82816 88358==,1.000,30.0,1,0
98747,2023-04-30T03:00:00+00:00,2023-04-30T11:00:00+08:00,AAXX 30031 98747 41475 53503 10314 20242 39994 40080 58007 70544 82231 333 82816 83358 85075==,3.000,350.0,1,0
98747,2023-04-30T06:00:00+00:00,2023-04-30T14:00:00+08:00,AAXX 30061 98747 41475 82903 10306 20245 39976 40062 57022 70544 8297/ 333 81816 88358 81915==,3.000,290.0,1,0
98747,2023-04-30T12:00:00+00:00,2023-04-30T20:00:00+08:00,AAXX 30121 98747 41465 30502 10280 20249 39997 40083 52019 70544 82801 333 10314 58007 82816 83075==,2.000,50.0,1,0
98747,2023-07-07T03:00:00+00:00,2023-07-07T11:00:00+08:00,AAXX 07031 98747 41470 23102 10301 20262 30030 40116 58002 70544 82201 333 82816==,2.000,310.0,1,0
98747,2023-07-07T06:00:00+00:00,2023-07-07T14:00:00+08:00,AAXX 07061 98747 41470 33402 10307 20263 30009 40095 57021 70544 83902 333 81915==,2.000,340.0,1,0
98747,2023-07-07T09:00:00+00:00,2023-07-07T17:00:00+08:00,AAXX 07091 98747 41470 33301 10295 20258 30009 40094 55001 70544 82871 333 82816 83358==,1.000,330.0,1,0
98747,2023-07-07T15:00:00+00:00,2023-07-07T23:00:00+08:00,AAXX 07151 98747 41460 82101 10273 20262 30035 40121 50005 71782 8397/ 333 88358 81915==,1.000,210.0,1,0
98747,2023-07-07T18:00:00+00:00,2023-07-08T02:00:00+08:00,AAXX 07181 98747 11460 51901 10247 20237 30021 40107 58014 60151 71398 83970 333 85358 81915==,1.000,190.0,1,0
98747,2023-07-08T03:00:00+00:00,2023-07-08T11:00:00+08:00,AAXX 08031 98747 41465 73303 10300 20254 30028 40114 58003 70544 82272 333 82816 83358 86075==,3.000,330.0,1,0
98747,2023-07-08T06:00:00+00:00,2023-07-08T14:00:00+08:00,AAXX 08061 98747 41475 53504 10310 20246 30004 40090 57024 70544 82932 333 81816 84075 81915==,4.000,350.0,1,0
98747,2023-07-08T09:00:00+00:00,2023-07-08T17:00:00+08:00,AAXX 08091 98747 41470 73202 10300 20247 30004 40090 55000 70544 83932 333 85358 83915==,2.000,320.0,1,0
98747,2023-07-08T12:00:00+00:00,2023-07-08T20:00:00+08:00,AAXX 08121 98747 11460 80104 10282 20255 30011 40105 52015 60001 78044 8397/ 333 10310 59011 81816 88358 82915==,4.000,10.0,1,0
98747,2023-07-08T15:00:00+00:00,2023-07-08T23:00:00+08:00,AAXX 08151 98747 41460 43601 10255 20248 30028 40114 51009 71398 82970 333 81816 84358 81915==,1.000,360.0,1,0
98747,2023-07-08T18:00:00+00:00,2023-07-09T02:00:00+08:00,AAXX 08181 98747 11460 52201 10250 20243 30014 40100 58014 60021 70398 81878 333 81816 83358==,1.000,220.0,1,0
98747,2023-07-08T21:00:00+00:00,2023-07-09T05:00:00+08:00,AAXX 08211 98747 42460 81702 10255 20245 30007 40093 55007 8297/ 333 81816 88358 81915==,2.000,170.0,1,0
98747,2023-07-09T03:00:00+00:00,2023-07-09T11:00:00+08:00,AAXX 09031 98747 41460 82602 10262 20248 30020 40106 58009 72598 8497/ 333 82816 88358 82915==,2.000,260.0,1,0
98747,2023-07-09T06:00:00+00:00,2023-07-09T14:00:00+08:00,AAXX 09061 98747 11470 72903 10292 20250 30001 40087 57019 60091 70598 83271 333 83816 85358==,3.000,290.0,1,0
98747,2023-07-09T09:00:00+00:00,2023-07-09T17:00:00+08:00,AAXX 09091 98747 41465 72702 10277 20250 30000 40086 55001 70544 82970 333 87358 82915==,2.000,270.0,1,0
98747,2023-07-09T12:00:00+00:00,2023-07-09T20:00:00+08:00,AAXX 09121 98747 11460 82602 10265 20247 30022 40108 52022 69951 79598 8397/ 333 10292 58003 81816 88358 82915==,2.000,260.0,1,0
98747,2023-07-10T18:00:00+00:00,2023-07-11T02:00:00+08:00,AAXX 10181 98747 11460 81801 10260 20238 39991 40077 58016 60001 78022 8297/ 333 88358 82915==,1.000,180.0,1,0
98747,2023-07-10T21:00:00+00:00,2023-07-11T05:00:00+08:00,AAXX 10211 98747 42460 81801 10258 20233 39983 40069 56008 88358==,1.000,180.0,1,0
98747,2023-07-11T09:00:00+00:00,2023-07-11T17:00:00+08:00,AAXX 11091 98747 41460 62703 10290 20250 39983 40069 58002 71544 83970 333 82816 86358 82915==,3.000,270.0,1,0
98747,2023-07-11T12:00:00+00:00,2023-07-11T20:00:00+08:00,AAXX 11121 98747 41460 81501 10274 20252 30004 40090 52021 71794 8297/ 333 10319 59003 88358 82915==,1.000,150.0,1,0
98747,2023-07-11T15:00:00+00:00,2023-07-11T23:00:00+08:00,AAXX 11151 98747 41460 82101 10262 20248 39999 40085 55005 78098 8297/ 333 88358 82915==,1.000,210.0,1,0
98747,2023-07-11T21:00:00+00:00,2023-07-12T05:00:00+08:00,AAXX 11211 98747 42460 51501 10258 20236 39991 40077 53006 82870 333 82816 85358==,1.000,150.0,1,0
98747,2023-07-12T03:00:00+00:00,2023-07-12T11:00:00+08:00,AAXX 12031 98747 41470 82702 10310 20258 39996 40082 58008 70544 8287/ 333 82816 88358==,2.000,270.0,1,0
98747,2023-07-12T06:00:00+00:00,2023-07-12T14:00:00+08:00,AAXX 12061 98747 41470 52101 10320 20246 39973 40059 58023 70544 83970 333 82816 85358 82915==,1.000,210.0,1,0
98747,2023-07-12T09:00:00+00:00,2023-07-12T17:00:00+08:00,AAXX 12091 98747 41460 82601 10297 20258 39983 40069 53010 71544 84970 333 81816 88358 83915==,1.000,260.0,1,0
98747,2023-07-12T12:00:00+00:00,2023-07-12T20:00:00+08:00,AAXX 12121 98747 11460 81801 10277 20245 39999 40085 53016 60001 78098 8497/ 333 10327 59005 82816 88358 82915==,1.000,180.0,1,0
98747,2023-07-12T15:00:00+00:00,2023-07-12T23:00:00+08:00,AAXX 12151 98747 41460 81501 10262 20241 30007 40093 50008 70282 8497/ 333 81816 88358 82915==,1.000,150.0,1,0
98747,2023-07-12T21:00:00+00:00,2023-07-13T05:00:00+08:00,AAXX 12211 98747 42460 51601 10249 20231 39982 40068 55009 82870 333 82816 85358==,1.000,160.0,1,0
98747,2023-07-13T03:00:00+00:00,2023-07-13T11:00:00+08:00,AAXX 13031 98747 41465 83501 10303 20253 39997 40083 58003 70544 8387/ 333 83816 88358==,1.000,350.0,1,0
98747,2023-07-13T09:00:00+00:00,2023-07-13T17:00:00+08:00,AAXX 13091 98747 41465 81701 10282 20233 39986 40072 53008 78084 8497/ 333 82816 88358 82915==,1.000,170.0,1,0
98747,2023-07-13T12:00:00+00:00,2023-07-13T20:00:00+08:00,AAXX 13121 98747 11460 81901 10255 20220 30002 40089 53016 60001 78084 8497/ 333 10311 58003 82816 88358 82915==,1.000,190.0,1,0
98747,2023-07-13T15:00:00+00:00,2023-07-13T23:00:00+08:00,AAXX 13151 98747 41460 82402 10251 20233 30011 40097 51008 70282 8397/ 333 88358 81915==,2.000,240.0,1,0
98747,2023-07-13T21:00:00+00:00,2023-07-14T05:00:00+08:00,AAXX 13211 98747 42460 43001 10250 20223 39994 40080 55000 82870 333 82816 84358==,1.000,300.0,1,0
98747,2023-07-14T03:00:00+00:00,2023-07-14T11:00:00+08:00,AAXX 14031 98747 41470 32503 10317 20242 39998 40084 58006 70544 82271 333 82816==,3.000,250.0,1,0
98747,2023-07-14T09:00:00+00:00,2023-07-14T17:00:00+08:00,AAXX 14091 98747 41468 82801 10300 20231 39979 40065 53008 70544 8227/ 333 82816 88358==,1.000,280.0,1,0
98747,2023-07-14T12:00:00+00:00,2023-07-14T20:00:00+08:00,AAXX 14121 98747 42460 82101 10280 20219 39998 40084 51019 8287/ 333 10329 59005 82816 88358==,1.000,210.0,1,0
98747,2023-07-14T15:00:00+00:00,2023-07-14T23:00:00+08:00,AAXX 14151 98747 42460 51801 10258 20229 30008 40094 51010 82870 333 82816 85358==,1.000,180.0,1,0
98747,2023-07-14T18:00:00+00:00,2023-07-15T02:00:00+08:00,AAXX 14181 98747 42460 31001 10251 20226 30000 40086 56008 81801 333 81816 83075==,1.000,100.0,1,0
98747,2023-07-14T21:00:00+00:00,2023-07-15T05:00:00+08:00,AAXX 14211 98747 41465 61302 10255 20222 39990 40075 55010 70512 81870 333 81816 86358==,2.000,130.0,1,0
98747,2023-07-15T03:00:00+00:00,2023-07-15T11:00:00+08:00,AAXX 15031 98747 41470 72405 10318 20255 39991 40077 58008 70544 82231 333 82816 86358==,5.000,240.0,1,0
98747,2023-07-15T06:00:00+00:00,2023-07-15T14:00:00+08:00,AAXX 15061 98747 41470 72306 10332 20230 39974 40060 57017 70544 83970 333 82816 85358 81915==,6.000,230.0,1,0
98747,2023-07-15T09:00:00+00:00,2023-07-15T17:00:00+08:00,AAXX 15091 98747 41470 72302 10313 20227 39972 40058 55002 70544 83970 333 87358 81915==,2.000,230.0,1,0
98747,2023-07-15T12:00:00+00:00,2023-07-15T20:00:00+08:00,AAXX 15121 98747 41470 72202 10283 20251 39998 40084 51026 70244 8287/ 333 10332 58000 82816 88358==,2.000,220.0,1,0
98747,2023-07-15T15:00:00+00:00,2023-07-15T23:00:00+08:00,AAXX 15151 98747 41460 81802 10262 20247 30006 40092 51008 72582 8397/ 333 82816 88358 81915==,2.000,180.0,1,0
98747,2023-07-15T18:00:00+00:00,2023-07-16T02:00:00+08:00,AAXX 15181 98747 12460 82401 10254 20235 39988 40074 58018 69941 8387/ 333 83816 88358==,1.000,240.0,1,0
98747,2023-07-15T21:00:00+00:00,2023-07-16T05:00:00+08:00,AAXX 15211 98747 41465 51901 10245 20231 39984 40070 55004 70522 82830 333 82816 85358==,1.000,190.0,1,0
98747,2023-07-16T03:00:00+00:00,2023-07-16T11:00:00+08:00,AAXX 16031 98747 41470 82205 10311 20236 30005 40091 50006 70544 8287/ 333 82816 88358==,5.000,220.0,1,0
98747,2023-07-16T09:00:00+00:00,2023-07-16T17:00:00+08:00,AAXX 16091 98747 41470 70901 10293 20249 39978 40064 56008 70544 82870 333 82816 87358==,1.000,90.0,1,0
98747,2023-07-16T12:00:00+00:00,2023-07-16T20:00:00+08:00,AAXX 16121 98747 41460 81601 10277 20256 30005 40091 53027 70344 8287/ 333 10311 58007 82816 88358==,1.000,160.0,1,0
98747,2023-07-17T15:00:00+00:00,2023-07-17T23:00:00+08:00,AAXX 17151 98747 42460 81201 10262 20246 30021 40107 51008 8287/ 333 82816 88358==,1.000,120.0,1,0
98747,2023-07-17T18:00:00+00:00,2023-07-18T02:00:00+08:00,AAXX 17181 98747 42460 81801 10260 20232 30011 40097 58010 8287/ 333 82816 88358==,1.000,180.0,1,0
98747,2023-07-17T21:00:00+00:00,2023-07-18T05:00:00+08:00,AAXX 17211 98747 42460 82101 10260 20230 30008 40095 56002 8287/ 333 82816 88358==,1.000,210.0,1,0
98747,2023-07-18T09:00:00+00:00,2023-07-18T17:00:00+08:00,AAXX 18091 98747 41460 83001 10288 20234 30002 40088 58004 70544 8287/ 333 82816 88358==,1.000,300.0,1,0
98747,2023-07-18T12:00:00+00:00,2023-07-18T20:00:00+08:00,AAXX 18121 98747 11460 82101 10260 20246 30007 40093 52005 60001 78082 8297/ 333 10303 59006 88358 82915==,1.000,210.0,1,0
98747,2023-07-18T15:00:00+00:00,2023-07-18T23:00:00+08:00,AAXX 18151 98747 41460 81901 10250 20236 30014 40100 51007 78082 8297/ 333 88358 82915==,1.000,190.0,1,0
98747,2023-07-18T18:00:00+00:00,2023-07-19T02:00:00+08:00,AAXX 18181 98747 11460 81501 10240 20226 39999 40085 58015 60101 72586 8287/ 333 82816 88358==,1.000,150.0,1,0
98747,2023-07-18T21:00:00+00:00,2023-07-19T05:00:00+08:00,AAXX 18211 98747 42460 81501 10248 20231 30000 40086 56001 8287/ 333 82816 88358==,1.000,150.0,1,0
98747,2023-07-19T03:00:00+00:00,2023-07-19T11:00:00+08:00,AAXX 19031 98747 41460 81801 10256 20241 30010 40086 58008 76166 8262/ 333 82715 88457==,1.000,180.0,1,0
98747,2023-07-19T06:00:00+00:00,2023-07-19T14:00:00+08:00,AAXX 19061 98747 11450 81201 10274 20250 39991 40077 58019 60021 76166 8262/ 333 82715 88457==,1.000,120.0,1,0
98747,2023-07-19T09:00:00+00:00,2023-07-19T17:00:00+08:00,AAXX 19091 98747 41450 72701 10276 20242 39990 40076 55001 78086 82920 333 87457 82915==,1.000,270.0,1,0
98747,2023-07-19T12:00:00+00:00,2023-07-19T20:00:00+08:00,AAXX 19121 98747 11450 72101 10258 20244 30001 40087 50000 60001 70286 82870 333 10280 59006 87358 82915==,1.000,210.0,1,0
98747,2023-07-19T15:00:00+00:00,2023-07-19T23:00:00+08:00,AAXX 19151 98747 42460 62602 10253 20234 30005 40091 53004 82870 333 82816 86358==,2.000,260.0,1,0
98747,2023-07-19T21:00:00+00:00,2023-07-20T05:00:00+08:00,AAXX 19211 98747 42460 51701 10245 20228 39987 40073 53001 82870 333 82816 85358==,1.000,170.0,1,0
98747,2023-07-20T03:00:00+00:00,2023-07-20T11:00:00+08:00,AAXX 20031 98747 41470 33102 10300 20253 39993 40079 58006 70544 82271 333 82816 83358==,2.000,310.0,1,0
98747,2023-07-20T06:00:00+00:00,2023-07-20T14:00:00+08:00,AAXX 20061 98747 41470 33005 10309 20245 39975 40061 56018 70544 82271 333 82816==,5.000,300.0,1,0
98747,2023-07-20T09:00:00+00:00,2023-07-20T17:00:00+08:00,AAXX 20091 98747 41470 62702 10288 20253 39982 40068 53007 70544 83971 333 82816 86358 81915==,2.000,270.0,1,0
98747,2023-07-20T12:00:00+00:00,2023-07-20T20:00:00+08:00,AAXX 20121 98747 41460 72301 10277 20236 30001 40087 52019 70244 83970 333 10312 58000 82816 87358 81915==,1.000,230.0,1,0
98747,2023-07-20T15:00:00+00:00,2023-07-20T23:00:00+08:00,AAXX 20151 98747 42460 51501 10265 20247 30011 40097 52010 82870 333 82816 85358==,1.000,150.0,1,0
98747,2023-07-20T18:00:00+00:00,2023-07-21T02:00:00+08:00,AAXX 20181 98747 42460 81801 10257 20238 30004 40090 55007 8287/ 333 82816 88358==,1.000,180.0,1,0
98747,2023-07-21T03:00:00+00:00,2023-07-21T11:00:00+08:00,AAXX 21031 98747 01470 83402 10297 20244 30014 40100 50001 70544 82807 333 10280 20240 40103 58004 70222 82816 88272 83358 86080==,2.000,340.0,1,0
98747,2023-07-21T06:00:00+00:00,2023-07-21T14:00:00+08:00,AAXX 21061 98747 41470 23102 10313 20242 39992 40079 57021 70544 82201 333 82816==,2.000,310.0,1,0
98747,2023-07-21T09:00:00+00:00,2023-07-21T17:00:00+08:00,AAXX 21091 98747 41470 53003 10294 20249 39999 40085 53006 70544 83970 333 81816 84358 82915==,3.000,300.0,1,0
98747,2023-07-21T12:00:00+00:00,2023-07-21T20:00:00+08:00,AAXX 21121 98747 11460 83101 10264 20246 30023 40109 53024 60031 78022 8497/ 333 10316 58022 88358 82915==,1.000,310.0,1,0
98747,2023-07-21T15:00:00+00:00,2023-07-21T23:00:00+08:00,AAXX 21151 98747 41460 82201 10244 20236 30034 40120 51011 79598 8392/ 333 83815 88458==,1.000,220.0,1,0
98747,2023-07-21T18:00:00+00:00,2023-07-22T02:00:00+08:00,AAXX 21181 98747 11460 61402 10245 20239 30021 40107 58013 60361 70198 82978 333 81816 85272 81915==,2.000,140.0,1,0
98747,2023-07-21T21:00:00+00:00,2023-07-22T05:00:00+08:00,AAXX 21211 98747 41465 51801 10242 20236 30020 40106 55001 70522 82871 333 82816 84358==,1.000,180.0,1,0
98747,2023-07-22T06:00:00+00:00,2023-07-22T14:00:00+08:00,AAXX 22061 98747 11470 62704 10297 20251 30015 40079 57021 69981 70584 82932 333 83358 85075 82915==,4.000,270.0,1,0
98747,2023-07-22T09:00:00+00:00,2023-07-22T17:00:00+08:00,AAXX 22091 98747 41470 42703 10290 20250 30012 40098 55003 70544 82932 333 83075 81915==,3.000,270.0,1,0
98747,2023-07-22T12:00:00+00:00,2023-07-22T20:00:00+08:00,AAXX 22121 98747 41460 62101 10267 20242 30031 40117 51019 70344 82879 333 10303 58008 82816 86358==,1.000,210.0,1,0
98747,2023-07-22T15:00:00+00:00,2023-07-22T23:00:00+08:00,AAXX 22151 98747 42460 83601 10262 20246 30035 40121 53004 8287/ 333 82815 88358==,1.000,360.0,1,0
98747,2023-07-22T18:00:00+00:00,2023-07-23T02:00:00+08:00,AAXX 22181 98747 42460 61802 10257 20239 30016 40102 58019 82870 333 82816 85358==,2.000,180.0,1,0
98747,2023-07-22T21:00:00+00:00,2023-07-23T05:00:00+08:00,AAXX 22211 98747 41465 81702 10254 20230 30008 40094 55008 70522 8287/ 333 82816 88358==,2.000,170.0,1,0
98747,2023-07-23T03:00:00+00:00,2023-07-23T11:00:00+08:00,AAXX 23031 98747 41470 82302 10300 20245 30009 40095 58006 70544 8287/ 333 82816 88358==,2.000,230.0,1,0
98747,2023-07-23T06:00:00+00:00,2023-07-23T14:00:00+08:00,AAXX 23061 98747 41470 82403 10297 20248 39990 40076 58019 70544 8287/ 333 82816 88358==,3.000,240.0,1,0
98747,2023-07-23T09:00:00+00:00,2023-07-23T17:00:00+08:00,AAXX 23091 98747 41470 82201 10287 20247 39991 40077 53001 70584 8287/ 333 82816 88358==,1.000,220.0,1,0
98747,2023-07-23T12:00:00+00:00,2023-07-23T20:00:00+08:00,AAXX 23121 98747 11460 82001 10270 20250 39995 40081 53004 69911 71384 8397/ 333 10303 59036 88358 81915==,1.000,200.0,1,0
98747,2023-07-24T15:00:00+00:00,2023-07-24T23:00:00+08:00,AAXX 24151 98747 42460 81901 10280 20225 39995 40081 51004 8287/ 333 82816 88358==,1.000,190.0,1,0
98747,2023-07-25T09:00:00+00:00,2023-07-25T17:00:00+08:00,AAXX 25091 98747 41460 52101 10290 20236 39984 40070 53005 70544 82870 333 82816 85358==,1.000,210.0,1,0
98747,2023-07-25T12:00:00+00:00,2023-07-25T20:00:00+08:00,AAXX 25121 98747 42460 41801 10280 20234 30003 40089 52019 82870 333 10330 59012 82816 84358==,1.000,180.0,1,0
98747,2023-07-25T15:00:00+00:00,2023-07-25T23:00:00+08:00,AAXX 25151 98747 42460 81501 10260 20224 30011 40097 51008 8287/ 333 82816 88358==,1.000,150.0,1,0
98747,2023-07-25T18:00:00+00:00,2023-07-26T02:00:00+08:00,AAXX 25181 98747 42460 81401 10260 20224 39997 40083 58014 8287/ 333 82816 88358==,1.000,140.0,1,0
98747,2023-07-25T21:00:00+00:00,2023-07-26T05:00:00+08:00,AAXX 25211 98747 42460 41401 10246 20221 30001 40087 53004 82870 333 82816 84358==,1.000,140.0,1,0
98747,2023-07-26T00:00:00+00:00,2023-07-26T08:00:00+08:00,AAXX 26001 98747 41475 32201 10290 20239 30009 40095 52008 70544 82201 333 20242 58013 82816==,1.000,220.0,1,0
98747,2023-07-26T03:00:00+00:00,2023-07-26T11:00:00+08:00,AAXX 26031 98747 41470 52201 10330 20226 30001 40087 58008 70544 82231 333 82816 84358==,1.000,220.0,1,0
98747,2023-07-26T06:00:00+00:00,2023-07-26T14:00:00+08:00,AAXX 26061 98747 41470 61901 10326 20240 39986 40072 58015 70544 82870 333 82816 86358==,1.000,190.0,1,0
98747,2023-07-26T12:00:00+00:00,2023-07-26T20:00:00+08:00,AAXX 26121 98747 11460 72201 10275 20245 30015 40101 53019 60001 70384 83970 333 10342 58012 82816 87358 81915==,1.000,220.0,1,0
98747,2023-07-26T15:00:00+00:00,2023-07-26T23:00:00+08:00,AAXX 26151 98747 42460 61702 10273 20253 30019 40105 50004 82870 333 82816 86358==,2.000,170.0,1,0
98747,2023-07-26T18:00:00+00:00,2023-07-27T02:00:00+08:00,AAXX 26181 98747 42460 51501 10267 20234 39999 40085 58020 82870 333 82816 85358==,1.000,150.0,1,0
98747,2023-07-26T21:00:00+00:00,2023-07-27T05:00:00+08:00,AAXX 26211 98747 42460 33401 10251 20233 30004 40090 53005 82870 333 82816 83358==,1.000,340.0,1,0
98747,2023-07-27T03:00:00+00:00,2023-07-27T11:00:00+08:00,AAXX 27031 98747 41470 31003 10323 20245 30005 40091 58016 70544 82250 333 82816 83075==,3.000,100.0,1,0
98747,2023-07-27T09:00:00+00:00,2023-07-27T17:00:00+08:00,AAXX 27091 98747 41470 72302 10313 20229 39987 40073 55001 70544 83970 333 82816 87358 81915==,2.000,230.0,1,0
98747,2023-07-27T12:00:00+00:00,2023-07-27T20:00:00+08:00,AAXX 27121 98747 41460 82201 10297 20229 30012 40098 51025 70244 8397/ 333 10335 58003 82816 88358 81915==,1.000,220.0,1,0
98747,2023-07-27T15:00:00+00:00,2023-07-27T23:00:00+08:00,AAXX 27151 98747 42460 81601 10274 20237 30016 40102 50004 8397/ 333 82816 88358 81915==,1.000,160.0,1,0
98747,2023-07-27T18:00:00+00:00,2023-07-28T02:00:00+08:00,AAXX 27181 98747 42460 81601 10265 20235 30001 40087 58015 8287/ 333 82816 88358==,1.000,160.0,1,0
98747,2023-07-27T21:00:00+00:00,2023-07-28T05:00:00+08:00,AAXX 27211 98747 42460 80101 10257 20242 30001 40087 54000 8287/ 333 82816 88358==,1.000,10.0,1,0
98747,2023-07-28T03:00:00+00:00,2023-07-28T11:00:00+08:00,AAXX 28031 98747 41470 82802 10305 20252 30005 40091 56010 70584 8287/ 333 82816 88358==,2.000,280.0,1,0
98747,2023-07-28T06:00:00+00:00,2023-07-28T14:00:00+08:00,AAXX 28061 98747 11470 82501 10307 20260 39989 40075 56016 60001 70584 8287/ 333 82816 88358==,1.000,250.0,1,0
98747,2023-07-28T09:00:00+00:00,2023-07-28T17:00:00+08:00,AAXX 28091 98747 41470 82502 10283 20231 39995 40081 53006 70544 8287/ 333 82816 88358==,2.000,250.0,1,0
98747,2023-07-28T12:00:00+00:00,2023-07-28T20:00:00+08:00,AAXX 28121 98747 11460 82001 10267 20240 30016 40102 53006 60001 70284 8287/ 333 10316 58004 82816 88358==,1.000,200.0,1,0
98747,2023-07-28T15:00:00+00:00,2023-07-28T23:00:00+08:00,AAXX 28151 98747 42460 81501 10265 20226 30013 40099 58003 8287/ 333 82816 88358==,1.000,150.0,1,0
98747,2023-07-28T18:00:00+00:00,2023-07-29T02:00:00+08:00,AAXX 28181 98747 42460 81701 10257 20235 30000 40086 57013 8287/ 333 82816 88358==,1.000,170.0,1,0
