hour_of_year,datetime,month,hour_of_day,season,wind_speed_10m_ms,wind_direction_10m_deg,wind_speed_50m_ms,wind_speed_15m_ms,wind_speed_20m_ms,wind_speed_25m_ms,wind_speed_30m_ms,wind_speed_40m_ms,air_temp_c,relative_humidity_pct,air_density_kgm3,outlier_flag,wind_speed_50m_ms_derived,alpha_actual
1497,2023-03-04 08:00:00,3,8,Transition_DryDown,5.5,19.7,6.17,5.843970360374115,6.100989859397381,6.308108814878849,6.482546164956605,6.767650411721758,26.49,80.02,1.1167025430516622,0,6.997401438463834,0.07142291404396
1498,2023-03-04 09:00:00,3,9,Transition_DryDown,5.68,17.2,6.28,6.035227572168176,6.300658618432204,6.514556012456702,6.694702221264276,6.989137152469016,26.97,78.19,1.114916533386645,0,7.22640730372265,0.0623936760599698
1499,2023-03-04 10:00:00,3,10,Transition_DryDown,5.84,13.6,6.41,6.205233982651787,6.478141959796492,6.698064632525905,6.883285382426649,7.186014255355467,27.35,76.95,1.1135066555740434,0,7.429968072841597,0.0578639743558646
1500,2023-03-04 11:00:00,3,11,Transition_DryDown,6.14,10.3,6.73,6.523996002308556,6.81092322485453,7.04214329515566,7.2368788096061,7.555158823267562,27.57,76.24,1.1126920391061452,0,7.811644514939624,0.0570077297103203
1501,2023-03-04 12:00:00,3,12,Transition_DryDown,6.41,9.1,7.06,6.810881819999651,7.110426363406766,7.35181409152244,7.555112894067607,7.887388934388449,27.65,75.91,1.1123961103723403,0,8.15515331282785,0.060012119651448
1502,2023-03-04 13:00:00,3,13,Transition_DryDown,6.48,10.0,7.19,6.88525962458623,7.188075325253642,7.432099112802717,7.637618027076146,7.973522666901272,27.63,75.69,1.112470077797726,0,8.24421114931739,0.0646006040776854
1503,2023-03-04 14:00:00,3,14,Transition_DryDown,6.36,12.6,7.15,6.757754816723522,7.054962819230426,7.294467647750815,7.496180656204365,7.825864839736433,27.48,75.76,1.1130251471908992,0,8.091540572478179,0.0727483666498254
1504,2023-03-04 15:00:00,3,15,Transition_DryDown,6.06,16.1,6.98,6.438992797066751,6.722181554172387,6.950388985121059,7.1425872290249135,7.456720271824336,27.12,76.76,1.114359576381257,0,7.709864130380151,0.0878189308211945
1505,2023-03-04 16:00:00,3,16,Transition_DryDown,5.53,19.5,6.87,5.875846562339792,6.134267985903185,6.3425166811418245,6.51790550767455,6.804564868512968,26.59,79.35,1.1163299859878564,0,7.035569082673637,0.1348149493830808
1506,2023-03-04 17:00:00,3,17,Transition_DryDown,4.87,21.7,6.85,5.174570119094898,5.402149202775499,5.5855436233563625,5.739999967879758,5.992446819106357,25.83,83.27,1.1191676700782662,0,6.195880910057976,0.2119713426308418
1507,2023-03-04 18:00:00,3,18,Transition_DryDown,4.64,24.7,6.8,4.930185904024707,5.147016899564336,5.321749982006883,5.468911673708845,5.709435983707083,25.43,85.13,1.1206669904213276,0,5.9032623044494885,0.2374793354816954
1508,2023-03-04 19:00:00,3,19,Transition_DryDown,4.49,29.1,6.59,4.770804894196323,4.9806262670353165,5.149710650692006,5.29211496011912,5.524863699751036,25.26,86.09,1.121305418719212,0,5.712424083400475,0.2384066162452624
1509,2023-03-04 20:00:00,3,20,Transition_DryDown,4.36,33.4,6.43,4.632674685678389,4.836421052176833,5.000609896885779,5.138891141674691,5.364901053655794,25.12,86.95,1.1218317296409297,0,5.54703095849133,0.2413901635391558
1510,2023-03-04 21:00:00,3,21,Transition_DryDown,4.25,36.7,6.26,4.515795278470907,4.714401254988886,4.8744477205882015,5.009240218375559,5.229548045421359,24.98,87.74,1.1223585348673395,0,5.407082929722053,0.2406189137113037
1511,2023-03-04 22:00:00,3,22,Transition_DryDown,4.03,38.5,5.9,4.282036464055943,4.470361660612991,4.622123367993048,4.749938371777295,4.958842028952488,24.83,88.26,1.1229235183569368,0,5.1271868721835006,0.2368441628025151
1512,2023-03-04 23:00:00,3,23,Transition_DryDown,3.89,40.9,5.66,4.133280854882783,4.315063736919239,4.461553325432496,4.584928105760217,4.786574563926844,24.65,88.71,1.1236022498321023,0,4.949071199204421,0.2330097555720975
1513,2023-03-05 00:00:00,3,0,Transition_DryDown,3.76,41.1,5.4,3.995150646364849,4.170858522060755,4.312452571626268,4.431704287315788,4.626611917831601,24.48,89.3,1.1242440278197765,0,4.783678074295275,0.2249108172311973
1514,2023-03-05 01:00:00,3,1,Transition_DryDown,3.6,38.7,5.14,3.825144235881239,3.993375180696468,4.128943951557065,4.243121126153414,4.429734814945151,24.37,89.57,1.1246596867437484,0,4.580117305176327,0.2212693209559215
1515,2023-03-05 02:00:00,3,2,Transition_DryDown,3.36,34.4,4.73,3.5701346201558226,3.727150168650037,3.853681021453261,3.960246384409853,4.134419160615474,24.31,89.69,1.1248865393666376,0,4.274776151497906,0.212486748253317
1516,2023-03-05 03:00:00,3,3,Transition_DryDown,2.93,27.9,4.03,3.11324239198112,3.2501636887335144,3.360501605017278,3.4534291387859737,3.6053119466081367,24.35,89.66,1.124735294117647,0,3.7277065844907336,0.1980591798334859
1517,2023-03-05 04:00:00,3,4,Transition_DryDown,2.5,19.7,3.33,2.656350163806416,2.773177208816992,2.867322188581295,2.946611893162093,3.0762047326007997,24.38,89.98,1.1246218868685511,0,3.1806370174835608,0.1781252758515068
1518,2023-03-05 05:00:00,3,5,Transition_DryDown,2.29,11.1,3.02,2.433216750046677,2.540230323276364,2.6264671247404663,2.699096494136477,2.817803535062332,24.43,90.42,1.1244329255998389,0,2.913463508014942,0.1719264916545576
1519,2023-03-05 06:00:00,3,6,Transition_DryDown,2.39,5.3,3.17,2.5394707565989334,2.651157411629044,2.7411600122837183,2.8169609698629614,2.940851724366364,25.25,90.34,1.1213429959785524,0,3.040688988714284,0.175488734149808
1520,2023-03-05 07:00:00,3,7,Transition_DryDown,3.38,6.1,3.92,3.591385421466274,3.749335586320573,3.876619598961911,3.98381927955515,4.15902879847628,25.73,88.78,1.1195421239293362,0,4.300221247637774,0.0920917440569566
1521,2023-03-05 08:00:00,3,8,Transition_DryDown,4.23,13.7,4.73,4.494544477160456,4.69221583731835,4.851509143079552,4.985667323230262,5.204938407560553,25.88,88.24,1.1189805370698591,0,5.381637833582185,0.0694175330297058
1522,2023-03-05 09:00:00,3,9,Transition_DryDown,5.1,22.5,5.71,5.418954334165088,5.657281505986663,5.8493372647058415,6.01108826205067,6.2754576545056295,25.77,88.46,1.119392312324368,0,6.488499515666463,0.0701974789240369
1523,2023-03-05 10:00:00,3,10,Transition_DryDown,5.83,24.8,6.48,6.194608581996562,6.4670492509612245,6.68659534377158,6.871498934854001,7.173709436425064,25.67,88.65,1.1197669165383843,0,7.417245524771664,0.0656772834696787
1524,2023-03-05 11:00:00,3,11,Transition_DryDown,6.44,17.6,7.13,6.842758021965327,7.143704489912571,7.386221957785416,7.590472236785553,7.924303391179658,25.66,88.58,1.1198043907499748,0,8.193320957037653,0.0632411437083689
1525,2023-03-05 12:00:00,3,12,Transition_DryDown,6.84,4.4,7.57,7.267774048174354,7.587412843323288,7.8449935079584225,8.061930139691487,8.416496148395787,25.56,89.14,1.1201792708647182,0,8.702222879835022,0.0630066776925454
1526,2023-03-05 13:00:00,3,13,Transition_DryDown,7.52,356.0,8.53,7.990301292729698,8.34171704412151,8.624905143252535,8.863408574631576,9.253223835663205,25.08,91.09,1.1219821949502062,0,9.56735614859055,0.0783026313523601
1527,2023-03-05 14:00:00,3,14,Transition_DryDown,7.35,0.9,8.51,7.809669481590862,8.153140993921955,8.429927234429007,8.663038965896554,9.04404191384635,24.88,92.05,1.1227351273361743,0,9.351072831401668,0.0910514336889884
1528,2023-03-05 15:00:00,3,15,Transition_DryDown,5.9,10.6,7.04,6.268986386583141,6.5446982128081,6.766880365051857,6.954004067862541,7.259843168937886,25.18,90.75,1.1216061073308083,0,7.506303361261204,0.1097624318984162
1529,2023-03-05 16:00:00,3,16,Transition_DryDown,4.71,15.1,6.09,5.004563708611287,5.224665861411212,5.40203500328716,5.551416806717383,5.795569716219905,25.48,89.62,1.120479355724475,0,5.992320140939029,0.1596583327062644
1530,2023-03-05 17:00:00,3,17,Transition_DryDown,4.02,17.1,5.83,4.271411063400716,4.459268951777722,4.610654079238722,4.7381519242046455,4.946537210022084,25.37,89.55,1.120892235026129,0,5.114464324113565,0.2309720026224947
1531,2023-03-05 18:00:00,3,18,Transition_DryDown,4.34,21.5,6.35,4.611423884367937,4.814235634506297,4.977671319377128,5.115318246529394,5.340291415794988,25.31,89.26,1.1211175701936609,0,5.521585862351461,0.2364679381863821
1532,2023-03-05 19:00:00,3,19,Transition_DryDown,4.76,24.6,6.91,5.057690711887416,5.280129405587552,5.459381447058785,5.610349044580626,5.8570938108719215,25.34,89.27,1.1210048912861403,0,6.055932881288699,0.2315851805507355
1533,2023-03-05 20:00:00,3,20,Transition_DryDown,4.82,24.9,6.99,5.12144311581877,5.34668565859916,5.528197179584737,5.681067730016516,5.930922724454341,25.35,89.47,1.1209673366834172,0,6.132268169708306,0.2309543134975887
1534,2023-03-05 21:00:00,3,21,Transition_DryDown,4.85,24.3,7.03,5.153319317784447,5.379963785104963,5.562605045847712,5.716427072734461,5.9678371812455495,25.3,89.91,1.1211551348634612,0,6.170435813918108,0.2306444989305427
1535,2023-03-05 22:00:00,3,22,Transition_DryDown,4.91,24.1,7.07,5.217071721715801,5.446520038116572,5.631420778373664,5.787145758170351,6.04166609482797,25.21,90.27,1.1214933302051215,0,6.246771102337713,0.226530352792954
1536,2023-03-05 23:00:00,3,23,Transition_DryDown,4.84,26.9,6.99,5.142693917129221,5.368871076269695,5.551135757093387,5.7046406251618125,5.955532362315147,25.04,90.74,1.122132700627117,0,6.157713265848173,0.2283814943574152
1537,2023-03-06 00:00:00,3,0,Transition_DryDown,4.66,31.0,6.78,4.951436705335159,5.169202317234872,5.344688559515534,5.492484568854142,5.73404562156789,24.89,91.0,1.1226974567172192,0,5.928707400589357,0.2329767746353513
1538,2023-03-06 01:00:00,3,1,Transition_DryDown,4.39,33.2,6.46,4.664550887644066,4.8696991786826365,5.035017763148754,5.174250484392635,5.401815510447003,24.77,91.01,1.1231496710526316,0,5.585198602701133,0.2400217415800734
1539,2023-03-06 02:00:00,3,2,Transition_DryDown,4.18,33.1,6.19,4.441417473884327,4.63675229314201,4.7941626993079245,4.92673508536702,5.143414312908536,24.66,91.04,1.1235645210033245,0,5.318025093232513,0.2439509080322576
1540,2023-03-06 03:00:00,3,3,Transition_DryDown,4.0,26.8,5.94,4.250160262090265,4.437083534107186,4.587715501730072,4.714579029059349,4.921927572161279,24.55,91.19,1.1239796775277124,0,5.089019227973697,0.2456850116427548
1541,2023-03-06 04:00:00,3,4,Transition_DryDown,4.07,20.1,6.03,4.324538066676845,4.514732495954062,4.668000523010348,4.797084162067888,5.008061304674102,24.51,91.37,1.1241307196129813,0,5.1780770644632375,0.2442492551266319
1542,2023-03-06 05:00:00,3,5,Transition_DryDown,4.22,18.6,6.24,4.48391907650523,4.681123128483081,4.840039854325226,4.973880875657613,5.192633588630149,24.56,91.34,1.1239419233482248,0,5.368915285512251,0.2430320867375688
1543,2023-03-06 06:00:00,3,6,Transition_DryDown,4.67,22.4,6.37,4.962062105990385,5.18029502607014,5.356157848269859,5.50427101642679,5.746350440498293,25.23,90.08,1.1214181580534888,0,5.941429948659291,0.1928874643158857
1544,2023-03-06 07:00:00,3,7,Transition_DryDown,5.44,24.5,6.51,5.780217956442761,6.0344336063857735,6.239293082352899,6.411827479520715,6.693821498139339,25.78,88.22,1.119354865687619,0,6.921066150044228,0.1115671464959222
1545,2023-03-06 08:00:00,3,8,Transition_DryDown,5.71,26.1,6.58,6.067103774133853,6.333936744938009,6.548963878719678,6.730061563982221,7.026051609260225,26.35,84.78,1.1172245409015025,0,7.264574947932453,0.088115062142923
1546,2023-03-06 09:00:00,3,9,Transition_DryDown,5.9,27.4,6.71,6.268986386583141,6.5446982128081,6.766880365051857,6.954004067862541,7.259843168937886,26.99,80.76,1.1148422402878655,0,7.506303361261204,0.0799326268370008
1547,2023-03-06 10:00:00,3,10,Transition_DryDown,5.98,27.6,6.78,6.353989591824947,6.633439883490244,6.858634675086458,7.048295648443728,7.358281720381112,27.24,79.2,1.1139144112653552,0,7.608083745820678,0.0780126608300615
1548,2023-03-06 11:00:00,3,11,Transition_DryDown,5.72,28.3,6.49,6.077729174789079,6.345029453773276,6.560433167474002,6.741848011554869,7.038356428190628,27.06,78.97,1.1145822923953232,0,7.277297496002387,0.0784707035596587
1549,2023-03-06 12:00:00,3,12,Transition_DryDown,5.24,32.8,5.91,5.567709943338247,5.812579429680414,6.009907307266395,6.176098528067747,6.447725119531275,26.89,78.83,1.1152138048260234,0,6.666615188645544,0.0747617116233322
1550,2023-03-06 13:00:00,3,13,Transition_DryDown,4.58,38.4,5.15,4.866433500093354,5.080460646552728,5.252934249480933,5.398192988272955,5.635607070124664,26.65,78.91,1.116106571047365,0,5.826927016029884,0.0728811690363072
1551,2023-03-06 14:00:00,3,14,Transition_DryDown,4.12,42.0,4.64,4.3776650699529736,4.570196040130402,4.725346966781975,4.856016399931129,5.069585399326117,26.36,79.66,1.1171872391572903,0,5.241689804812908,0.073852617711089
1552,2023-03-06 15:00:00,3,15,Transition_DryDown,3.72,48.8,4.26,3.9526490437439463,4.126487686719684,4.266575416608967,4.384558497025195,4.577392642109989,26.03,80.83,1.1184195133364532,0,4.732787882015539,0.084219149399324
1553,2023-03-06 16:00:00,3,16,Transition_DryDown,3.04,54.0,3.75,3.230121799188601,3.372183485921462,3.4866637813148547,3.5830800620851053,3.740664954842572,25.64,83.05,1.11987934669835,0,3.86765461326001,0.1304171617572626
1554,2023-03-06 17:00:00,3,17,Transition_DryDown,2.64,44.5,3.72,2.805105772979575,2.928475132510743,3.0278922311418475,3.111622159179171,3.248472197626444,25.15,86.47,1.1217189071404627,0,3.3587526904626404,0.2130835544989515
1555,2023-03-06 18:00:00,3,18,Transition_DryDown,3.03,36.4,4.41,3.2194963985333755,3.361090777086193,3.4751944925605294,3.5712936145124567,3.728360135912168,24.87,87.71,1.1227728004831892,0,3.8549320651900754,0.2331945004140347
1556,2023-03-06 19:00:00,3,19,Transition_DryDown,3.44,35.9,5.01,3.655137825397628,3.81589183933218,3.945435331487862,4.054537964991041,4.232857712058699,24.78,88.01,1.123111972611016,0,4.37655653605738,0.2335998430302048
1557,2023-03-06 20:00:00,3,20,Transition_DryDown,3.67,33.2,5.33,3.899522040467818,4.071024142543344,4.209228972837341,4.325626259161953,4.515868547457973,24.83,87.83,1.1229235183569368,0,4.669175141665867,0.2318570808033911
1558,2023-03-06 21:00:00,3,21,Transition_DryDown,3.9,30.0,5.69,4.143906255538009,4.326156445754506,4.47302261418682,4.596714553332865,4.798879382857247,24.91,87.52,1.122622123062471,0,4.9617937472743545,0.234699140665425
1559,2023-03-06 22:00:00,3,22,Transition_DryDown,4.18,29.8,6.19,4.441417473884327,4.63675229314201,4.7941626993079245,4.92673508536702,5.143414312908536,24.92,87.52,1.1225844600261683,0,5.318025093232513,0.2439509080322576
1560,2023-03-06 23:00:00,3,23,Transition_DryDown,4.3,33.4,6.38,4.568922281747035,4.769864799165225,4.931794164359827,5.0681724562388,5.291072140073374,24.82,87.87,1.1229612041480688,0,5.470695670071724,0.2451496088224137
1561,2023-03-07 00:00:00,3,0,Transition_DryDown,4.2,35.5,6.2,4.462668275194779,4.658937710812546,4.817101276816576,4.950307980512317,5.168023950769343,24.62,88.47,1.1237154515229877,0,5.343470189372383,0.2419880653691698
1562,2023-03-07 01:00:00,3,1,Transition_DryDown,4.16,36.3,6.13,4.420166672573876,4.614566875471474,4.771224121799275,4.903162190221724,5.11880467504773,24.46,88.85,1.1243195793152114,0,5.292579997092646,0.2408789259155854
1563,2023-03-07 02:00:00,3,2,Transition_DryDown,4.14,37.5,6.07,4.398915871263424,4.592381457800937,4.748285544290624,4.879589295076426,5.094195037186923,24.37,89.05,1.1246596867437484,0,5.267134900952776,0.2377617765045984
1564,2023-03-07 03:00:00,3,3,Transition_DryDown,4.11,39.5,6.03,4.367039669297748,4.559103331295135,4.713877678027649,4.844229952358481,5.057280580395714,24.32,89.2,1.1248487242411,0,5.228967256742974,0.2381725814145976
1565,2023-03-07 04:00:00,3,4,Transition_DryDown,4.09,42.0,6.01,4.345788867987296,4.536917913624598,4.690939100518999,4.820657057213184,5.032670942534907,24.3,89.22,1.1249243570347958,0,5.2035221606031055,0.2391392519828968
1566,2023-03-07 05:00:00,3,5,Transition_DryDown,4.09,41.9,6.0,4.345788867987296,4.536917913624598,4.690939100518999,4.820657057213184,5.032670942534907,24.35,89.15,1.124735294117647,0,5.2035221606031055,0.2381045557661645
1567,2023-03-07 06:00:00,3,6,Transition_DryDown,4.26,39.0,5.88,4.526420679126132,4.725493963824153,4.885917009342526,5.021026665948207,5.2418528643517615,25.36,87.11,1.1209297845968311,0,5.419805477791988,0.2002485458676883
1568,2023-03-07 07:00:00,3,7,Transition_DryDown,4.91,35.8,5.8,5.217071721715801,5.446520038116572,5.631420778373664,5.787145758170351,6.04166609482797,26.22,83.3,1.1177096903497346,0,6.246771102337713,0.1035044436687862
1569,2023-03-07 08:00:00,3,8,Transition_DryDown,5.08,34.3,5.85,5.397703532854637,5.635096088316127,5.826398687197192,5.987515366905374,6.250848016644824,26.69,80.83,1.1159576774279616,0,6.463054419526595,0.0876892476330013
1570,2023-03-07 09:00:00,3,9,Transition_DryDown,5.11,30.4,5.87,5.429579734820314,5.668374214821931,5.860806553460168,6.022874709623319,6.287762473436033,26.74,80.58,1.1157716162592952,0,6.501222063736399,0.0861513380250195
1571,2023-03-07 10:00:00,3,10,Transition_DryDown,5.28,25.4,5.99,5.61021154595915,5.856950265021486,6.055784462283695,6.223244318358342,6.496944395252888,26.83,80.7,1.1154368624574973,0,6.717505380925281,0.0783909173721256
1572,2023-03-07 11:00:00,3,11,Transition_DryDown,5.27,19.8,5.99,5.599586145303924,5.845857556186218,6.04431517352937,6.211457870785692,6.484639576322484,26.67,81.69,1.116032119271563,0,6.704782832855345,0.0795688038567506
1573,2023-03-07 12:00:00,3,12,Transition_DryDown,5.08,14.5,5.74,5.397703532854637,5.635096088316127,5.826398687197192,5.987515366905374,6.250848016644824,26.72,81.79,1.1158460332810884,0,6.463054419526595,0.0758947877376325
1574,2023-03-07 13:00:00,3,13,Transition_DryDown,5.02,10.4,5.69,5.333951128923283,5.568539835304518,5.75758295467124,5.916796681469482,6.177019103062404,26.67,82.42,1.116032119271563,0,6.3867191311069895,0.0778410359708309
1575,2023-03-07 14:00:00,3,14,Transition_DryDown,5.0,9.4,5.71,5.312700327612832,5.546354417633983,5.73464437716259,5.893223786324187,6.152409465201599,26.62,83.34,1.1162182673382928,0,6.3612740349671215,0.082501543059217
1576,2023-03-07 15:00:00,3,15,Transition_DryDown,4.8,11.4,5.54,5.100192314508318,5.324500240928623,5.505258602076086,5.657494834871219,5.906313086593534,26.61,83.87,1.116255504403523,0,6.106823073568436,0.0890861223894637
1577,2023-03-07 16:00:00,3,16,Transition_DryDown,4.33,17.9,5.2,4.600798483712712,4.803142925671029,4.966202030622803,5.1035317989567455,5.327986596864584,26.53,84.52,1.1165534903897492,0,5.508863314281528,0.1137608864302679
1578,2023-03-07 17:00:00,3,17,Transition_DryDown,3.71,26.6,5.32,3.9420236430887208,4.115394977884415,4.255106127854642,4.372772049452546,4.565087823179586,25.86,87.94,1.1190553827631182,0,4.7200653339456045,0.223954850292473
1579,2023-03-07 18:00:00,3,18,Transition_DryDown,4.02,33.0,5.9,4.271411063400716,4.459268951777722,4.610654079238722,4.7381519242046455,4.946537210022084,25.41,89.38,1.120742061897106,0,5.114464324113565,0.2383878528749732
1580,2023-03-07 19:00:00,3,19,Transition_DryDown,4.37,35.2,6.45,4.643300086333615,4.8475137610121015,5.012079185640104,5.150677589247339,5.377205872586197,25.3,89.78,1.1211551348634612,0,5.559753506561265,0.2418963283345192
1581,2023-03-07 20:00:00,3,20,Transition_DryDown,4.63,35.9,6.83,4.919560503369482,5.135924190729068,5.310280693252558,5.457125226136196,5.69713116477668,25.2,89.98,1.121530920060332,0,5.890539756379554,0.2415550189796305
1582,2023-03-07 21:00:00,3,21,Transition_DryDown,4.77,36.8,7.03,5.06831611254264,5.291222114422819,5.47085073581311,5.622135492153274,5.869398629802324,25.07,90.05,1.122019817584334,0,6.068655429358634,0.2409787901266457
1583,2023-03-07 22:00:00,3,22,Transition_DryDown,4.69,38.8,6.97,4.983312907300836,5.202480443740677,5.37909642577851,5.527843911572087,5.770960078359099,24.91,90.15,1.122622123062471,0,5.966875044799161,0.2461621161359751
1584,2023-03-07 23:00:00,3,23,Transition_DryDown,4.37,41.6,6.49,4.643300086333615,4.8475137610121015,5.012079185640104,5.150677589247339,5.377205872586197,24.72,90.59,1.123338201228724,0,5.559753506561265,0.245737669376975
1585,2023-03-08 00:00:00,3,0,Transition_DryDown,4.1,43.3,6.08,4.356414268642522,4.5480106224598655,4.702408389273323,4.832443504785832,5.04497576146531,24.64,90.65,1.1236399811948017,0,5.216244708673039,0.2448169756805993
1586,2023-03-08 01:00:00,3,1,Transition_DryDown,3.91,44.7,5.76,4.154531656193234,4.337249154589775,4.484491902941145,4.608501000905514,4.81118420178765,24.6,90.61,1.1237909319899244,0,4.974516295344289,0.2407052162233613
1587,2023-03-08 02:00:00,3,2,Transition_DryDown,3.73,46.3,5.43,3.963274444399172,4.137580395554951,4.278044705363292,4.396344944597844,4.589697461040392,24.54,90.6,1.1240174342436764,0,4.7455104300854725,0.2333304673568737
1588,2023-03-08 03:00:00,3,3,Transition_DryDown,3.68,48.2,5.36,3.910147441123044,4.082116851378611,4.220698261591666,4.337412706734601,4.528173366388376,24.59,89.4,1.1238286760260632,0,4.681897689735802,0.233653761972796
1589,2023-03-08 04:00:00,3,4,Transition_DryDown,3.59,48.8,5.15,3.814518835226013,3.9822824718612,4.117474662802739,4.231334678580766,4.417429996014747,24.65,88.39,1.1236022498321023,0,4.567394757106393,0.2242053013587328
1590,2023-03-08 05:00:00,3,5,Transition_DryDown,3.47,48.3,4.92,3.6870140273633054,3.849169965837985,3.9798431977508377,4.089897307708986,4.26977216884991,24.67,88.24,1.123526794708213,0,4.414724180267182,0.2169415383146973
1591,2023-03-08 06:00:00,3,6,Transition_DryDown,3.45,45.9,4.82,3.665763226052854,3.826984548167448,3.956904620242187,4.066324412563689,4.245162530989103,25.62,86.93,1.1199543126819962,0,4.389279084127314,0.2077742138642039
1592,2023-03-08 07:00:00,3,7,Transition_DryDown,4.05,42.6,4.78,4.303287265366393,4.492547078283526,4.6450619455016975,4.773511266922591,4.983451666813294,26.36,83.84,1.1171872391572903,0,5.152631968323369,0.1029699027869164
1593,2023-03-08 08:00:00,3,8,Transition_DryDown,4.42,38.1,5.01,4.696427089609743,4.902977305188441,5.06942562941173,5.20960982711058,5.438729967238213,26.92,81.54,1.115102309461126,0,5.623366246910935,0.0778509180373846
1594,2023-03-08 09:00:00,3,9,Transition_DryDown,4.83,33.1,5.41,5.132068516473995,5.357778367434428,5.539666468339062,5.692854177589164,5.943227543384744,27.41,79.62,1.1132843691775354,0,6.14499071777824,0.0704610127037455
1595,2023-03-08 10:00:00,3,10,Transition_DryDown,5.24,26.4,5.8,5.567709943338247,5.812579429680414,6.009907307266395,6.176098528067747,6.447725119531275,27.8,78.76,1.1118416680511714,0,6.666615188645544,0.0630881243911173
1596,2023-03-08 11:00:00,3,11,Transition_DryDown,5.46,20.8,6.03,5.801468757753212,6.056619024056309,6.262231659861548,6.435400374666012,6.718431136000145,27.97,77.72,1.1112139678533477,0,6.946511246184096,0.0616974536359111
1597,2023-03-08 12:00:00,3,12,Transition_DryDown,5.56,16.7,6.13,5.907722764305468,6.1675461124089885,6.3769245474048,6.553264850392495,6.841479325304177,28.07,77.3,1.1108450634088043,0,7.073736726883439,0.0606402029749782
1598,2023-03-08 13:00:00,3,13,Transition_DryDown,5.58,14.3,6.17,5.92897356561592,6.189731530079525,6.39986312491345,6.576837745537793,6.866088963164984,28.03,77.26,1.1109925957898932,0,7.099181823023308,0.0624504124996448
1599,2023-03-08 14:00:00,3,14,Transition_DryDown,5.47,12.8,6.06,5.812094158408438,6.067711732891577,6.273700948615873,6.44718682223866,6.730735954930548,27.83,77.78,1.1117308459033826,0,6.959233794254031,0.0636440727883794
1600,2023-03-08 15:00:00,3,15,Transition_DryDown,5.28,12.5,5.95,5.61021154595915,5.856950265021486,6.055784462283695,6.223244318358342,6.496944395252888,27.48,79.26,1.1130251471908992,0,6.717505380925281,0.0742278536602199
1601,2023-03-08 16:00:00,3,16,Transition_DryDown,5.03,13.5,5.83,5.344576529578509,5.579632544139787,5.769052243425565,5.928583129042132,6.189323921992808,26.98,81.82,1.1148793855995736,0,6.399441679176925,0.0917071824333557
1602,2023-03-08 17:00:00,3,17,Transition_DryDown,4.15,14.4,5.7,4.40954127191865,4.603474166636207,4.75975483304495,4.891375742649076,5.106499856117327,26.16,86.51,1.1179337476195248,0,5.279857449022711,0.1971855131198743
1603,2023-03-08 18:00:00,3,18,Transition_DryDown,3.9,17.5,5.71,4.143906255538009,4.326156445754506,4.47302261418682,4.596714553332865,4.798879382857247,25.69,88.96,1.119691975639138,0,4.9617937472743545,0.2368792654795426
1604,2023-03-08 19:00:00,3,19,Transition_DryDown,4.04,23.6,5.94,4.292661864711168,4.481454369448258,4.633592656747373,4.761724819349943,4.971146847882891,25.63,89.58,1.1199168284356384,0,5.139909420253434,0.2395025234732551
1605,2023-03-08 20:00:00,3,20,Transition_DryDown,4.26,30.3,6.29,4.526420679126132,4.725493963824153,4.885917009342526,5.021026665948207,5.2418528643517615,25.57,90.24,1.1201417715586504,0,5.419805477791988,0.242129197666099
1606,2023-03-08 21:00:00,3,21,Transition_DryDown,4.41,34.7,6.53,4.685801688954518,4.891884596353173,5.057956340657404,5.197823379537932,5.42642514830781,25.45,90.65,1.1205919290020094,0,5.610643698841002,0.2438940022457421
1607,2023-03-08 22:00:00,3,22,Transition_DryDown,4.42,37.8,6.53,4.696427089609743,4.902977305188441,5.06942562941173,5.20960982711058,5.438729967238213,25.3,90.71,1.1211551348634612,0,5.623366246910935,0.2424866744989846
1608,2023-03-08 23:00:00,3,23,Transition_DryDown,4.17,41.3,6.16,4.430792073229101,4.625659584306741,4.7826934105536,4.914948637794372,5.1311094939781325,25.11,90.99,1.121869342184671,0,5.305302545162579,0.2424204989334709
1609,2023-03-09 00:00:00,3,0,Transition_DryDown,3.83,43.2,5.63,4.069528450951429,4.248507483907631,4.392737592906544,4.514209420324327,4.7127456503444245,24.97,91.23,1.1223961827452031,0,4.872735910784815,0.239365952537059
1610,2023-03-09 01:00:00,3,1,Transition_DryDown,3.57,44.2,5.24,3.793268033915561,3.960097054190664,4.094536085294089,4.207761783435469,4.392820358153941,24.91,91.54,1.122622123062471,0,4.541949660966525,0.2384409485924275
1611,2023-03-09 02:00:00,3,2,Transition_DryDown,3.46,44.8,5.08,3.67638862670808,3.838077257002716,3.968373908996512,4.078110860136337,4.257467349919506,24.88,91.76,1.1227351273361743,0,4.402001632197248,0.2386191287987834
1612,2023-03-09 03:00:00,3,3,Transition_DryDown,3.44,45.9,5.04,3.655137825397628,3.81589183933218,3.945435331487862,4.054537964991041,4.232857712058699,24.87,91.75,1.1227728004831892,0,4.37655653605738,0.2373093163440741
1613,2023-03-09 04:00:00,3,4,Transition_DryDown,3.57,47.4,5.28,3.793268033915561,3.960097054190664,4.094536085294089,4.207761783435469,4.392820358153941,24.96,90.71,1.1224338331488375,0,4.541949660966525,0.2431659518537948
1614,2023-03-09 05:00:00,3,5,Transition_DryDown,3.66,45.2,5.4,3.888896639812593,4.059931433708075,4.197759684083016,4.313839811589305,4.50356372852757,24.97,90.36,1.1223961827452031,0,4.656452593595933,0.2416594036664208
